5.108512853482042439e+06,1.107830154333765677e+04,5.577174365212163138e+03,3.746429214370950831e+03,2.833901939828584545e+03,2.289204832071226974e+03,1.928973821520147567e+03,1.674755697405199498e+03,1.487492577644951098e+03,1.345706608111817332e+03,1.236810912747284874e+03,1.153219594661014071e+03,1.090509513156019466e+03,1.046620696471816473e+03,1.021787182723317983e+03,1.019361731952158948e+03,1.048561093544922642e+03,1.133222903884170137e+03,1.347208256192532417e+03,2.061037538233174473e+03,9.469919744678467396e+04
3.871752755193328630e+04,2.448604059613335338e+01,1.728971770297987831e+01,1.504017827770390703e+01,1.403189715436920437e+01,1.353221013263747352e+01,1.330256295344240769e+01,1.324618671856466534e+01,1.332096216748189477e+01,1.351134450326567382e+01,1.381848055192690339e+01,1.425879384190091592e+01,1.486443399185652758e+01,1.569248010064787380e+01,1.684300559134709019e+01,1.850005896491835600e+01,2.103499202830957060e+01,2.531670183275290142e+01,3.394949916368373977e+01,2.993738239041925198e+01,0.000000000000000000e+00
1.947153581981637035e+04,1.838920579953945733e+01,1.113908976546912122e+01,8.830789054981286412e+00,7.756586163771220122e+00,7.181704077673508380e+00,6.865269075592062009e+00,6.707650413776150344e+00,6.663000244883132694e+00,6.710742309623510593e+00,6.845019079823025265e+00,7.071216965609889549e+00,7.406433538042959341e+00,7.883888170528440043e+00,8.563746157332138509e+00,9.558211367120339474e+00,1.109516054793108175e+01,1.370967311465060057e+01,9.504824841644166966e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.306370811330787183e+04,1.672399317390500428e+01,9.419490964644122499e+00,7.076956942197531575e+00,5.971870229210127334e+00,5.365326961763237534e+00,5.014493739463883770e+00,4.818252139006792945e+00,4.729219602846796100e+00,4.724948065821449106e+00,4.797080090107581185e+00,4.947461108868041357e+00,5.187964081556454943e+00,5.543649988955569263e+00,6.061124015166681644e+00,6.828225913188254559e+00,8.024190100182604368e+00,5.035423710253703611e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.868360546776088086e+03,1.607088290602503733e+01,8.707401794187159538e+00,6.336316623086071687e+00,5.209701945455326388e+00,4.583431323625760001e+00,4.212609863058874637e+00,3.994902728692724114e+00,3.881920028422137126e+00,3.850143289701327021e+00,3.889886078577264872e+00,4.001179711469912803e+00,4.193248541830699949e+00,4.487045888611606692e+00,4.922376219546552356e+00,5.574885615014257390e+00,3.299746851247201462e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.960116180164279285e+03,1.579995723139210106e+01,8.369626647611795534e+00,5.970403161261249814e+00,4.825201743785122233e+00,4.183608296079381894e+00,3.798417167111418191e+00,3.566097502236803773e+00,3.437420563218312797e+00,3.388096023431713899e+00,3.407564325899157254e+00,3.494723475163139970e+00,3.657183514007454672e+00,3.913423972064638878e+00,4.299177832298499702e+00,2.441406524906271525e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.697408605779332902e+03,1.571967756909189085e+01,8.211778235305763118e+00,5.782389663490568488e+00,4.618984493234993494e+00,3.963643992159977092e+00,3.566498824727057926e+00,3.322734646617397924e+00,3.182319520355924247e+00,3.120313796327929268e+00,3.125496970683207199e+00,3.195964636588488172e+00,3.338224744637976471e+00,3.569098649063451756e+00,1.960807304188767253e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.805691567944767485e+03,1.575775482146352147e+01,8.158451750045854212e+00,5.695170587359801750e+00,4.512499804884332555e+00,3.843548904086421025e+00,3.435325983418001439e+00,3.181572956718233147e+00,3.031419883251699421e+00,2.959317148523179508e+00,2.953486187840057564e+00,3.011397703732961340e+00,3.138742752879509990e+00,1.675572849516167917e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.148255739244501456e+03,1.588565770722463988e+01,8.177324592623470778e+00,5.674810932975237421e+00,4.470694961311881599e+00,3.787304410772007746e+00,3.367939742419743698e+00,3.104670506540843089e+00,2.945702391161127753e+00,2.864864313664805984e+00,2.849862193295171320e+00,2.897638916778160212e+00,1.506618827582429043e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.649905818017807178e+03,1.609522394087501951e+01,8.255480864336254498e+00,5.706538087705678386e+00,4.477668054058970171e+00,3.778157612163006718e+00,3.346851483929702553e+00,3.073838168084381373e+00,2.906262177179565143e+00,2.817278842142899808e+00,2.794080089069803208e+00,1.416564291361368522e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.266556743113489574e+03,1.639035757604818500e+01,8.391217272723018539e+00,5.786158593715307497e+00,4.527818169721563812e+00,3.809557408255297428e+00,3.364777304572227568e+00,3.081164703461550580e+00,2.904603706780026329e+00,2.807481803582688507e+00,1.388221636231729672e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.971610760596643559e+03,1.679543676244066930e+01,8.592547263648897982e+00,5.917314396448174030e+00,4.622736898569929309e+00,3.881851445679874058e+00,3.421187048956410681e+00,3.125431409880016886e+00,2.938920910699611699e+00,1.416564291361368522e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.749532455897795444e+03,1.733990902999250849e+01,8.875691208513178054e+00,6.111127690539774449e+00,4.770861018146413279e+00,4.001805108255974908e+00,3.521685160619053345e+00,3.211367658900491140e+00,1.506618827582429043e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.593029170617829095e+03,1.807736428231146419e+01,9.270556510056804811e+00,6.389413891796128731e+00,4.989875429967299603e+00,4.184576417350292843e+00,3.679707964888996763e+00,1.675572849516167917e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.502780670272381485e+03,1.910241875616793550e+01,9.831037123114228393e+00,6.792386978764431760e+00,5.313106233608936968e+00,4.459326881252192898e+00,1.960807304188767253e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.490253745828210413e+03,2.058992939670037714e+01,1.065840788432496922e+01,7.396637332216348781e+00,5.804761038976577581e+00,2.441406524906271525e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.587096457879366881e+03,2.289532154095223504e+01,1.196121158122517514e+01,8.361475450904276130e+00,3.299746851247201462e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.874993172505289294e+03,2.685757634240372838e+01,1.423748711909100351e+01,5.035423710253703611e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.605403719495357109e+03,3.500954620999365829e+01,9.504824841644166966e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.018869872828963707e+03,2.993738239041925198e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.469919744678467396e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
