BioProject,BioSample,Sample,Species,mean.dep,mean.miss,Isolate,Origin,highMiss,lat,long,Continent,cloneID
PRJNA482684,SAMN09711178,SRR7592677,Daphnia pulex,14.9299,0.10359,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592678,Daphnia pulex,18.3615,0.0980757,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592679,Daphnia pulex,12.9405,0.107395,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592680,Daphnia pulex,14.224,0.103616,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592681,Daphnia pulex,16.3732,0.104819,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592682,Daphnia pulex,14.284,0.107268,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592683,Daphnia pulex,13.8722,0.106196,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592685,Daphnia pulex,16.4238,0.10267,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592687,Daphnia pulex,13.194,0.106912,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592688,Daphnia pulex,16.1188,0.103483,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592691,Daphnia pulex,14.9935,0.103697,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592692,Daphnia pulex,14.0939,0.104956,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592694,Daphnia pulex,15.5894,0.106811,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592696,Daphnia pulex,14.8475,0.105228,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592701,Daphnia pulex,14.7707,0.104,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592702,Daphnia pulex,13.4765,0.106119,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592704,Daphnia pulex,13.8112,0.106358,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592706,Daphnia pulex,12.8958,0.105981,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592708,Daphnia pulex,15.4865,0.103138,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711178,SRR7592709,Daphnia pulex,15.9871,0.106326,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592731,Daphnia pulex,22.2333,0.102275,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592732,Daphnia pulex,20.4428,0.09974,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592733,Daphnia pulex,16.1862,0.104269,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592734,Daphnia pulex,22.5186,0.0974483,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592736,Daphnia pulex,17.7016,0.10289,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592737,Daphnia pulex,19.0514,0.101337,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592740,Daphnia pulex,16.9328,0.102694,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592744,Daphnia pulex,16.7478,0.100246,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592745,Daphnia pulex,19.8034,0.100277,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592747,Daphnia pulex,16.3826,0.102007,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592749,Daphnia pulex,21.1263,0.100343,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592750,Daphnia pulex,18.7501,0.10215,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592751,Daphnia pulex,19.4331,0.0985405,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592752,Daphnia pulex,21.3383,0.100728,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592754,Daphnia pulex,14.023,0.105701,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592760,Daphnia pulex,13.2761,0.102711,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592762,Daphnia pulex,7.14564,0.117329,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592764,Daphnia pulex,14.8211,0.104679,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592766,Daphnia pulex,16.8355,0.102892,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592768,Daphnia pulex,14.8642,0.103086,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592769,Daphnia pulex,13.4855,0.106791,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592771,Daphnia pulex,15.7516,0.105414,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592772,Daphnia pulex,16.5486,0.102585,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592773,Daphnia pulex,15.9787,0.105727,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592775,Daphnia pulex,14.9953,0.103584,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592779,Daphnia pulex,14.1206,0.105017,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592781,Daphnia pulex,13.8211,0.107629,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592784,Daphnia pulex,10.8257,0.109685,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592787,Daphnia pulex,16.4963,0.101142,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592790,Daphnia pulex,17.855,0.101592,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592793,Daphnia pulex,15.2498,0.102556,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592795,Daphnia pulex,16.6036,0.103815,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592796,Daphnia pulex,24.0052,0.101165,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592797,Daphnia pulex,19.5624,0.0987599,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592799,Daphnia pulex,24.7183,0.100442,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592800,Daphnia pulex,18.2152,0.104222,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592803,Daphnia pulex,16.3675,0.104684,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592804,Daphnia pulex,16.946,0.104189,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592807,Daphnia pulex,19.4652,0.101507,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592809,Daphnia pulex,27.0944,0.0994023,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592810,Daphnia pulex,13.4721,0.108395,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592811,Daphnia pulex,13.5774,0.105435,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592812,Daphnia pulex,10.734,0.109048,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592814,Daphnia pulex,19.781,0.104944,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592816,Daphnia pulex,19.9377,0.101397,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592818,Daphnia pulex,22.4152,0.102139,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592820,Daphnia pulex,13.7405,0.105076,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592822,Daphnia pulex,18.208,0.0975696,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592824,Daphnia pulex,31.6626,0.0983813,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711182,SRR7592825,Daphnia pulex,17.7113,0.10303,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593838,Daphnia pulex,10.1174,0.112854,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593840,Daphnia pulex,9.68957,0.12008,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593843,Daphnia pulex,11.6489,0.109792,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593845,Daphnia pulex,11.9566,0.109539,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593847,Daphnia pulex,11.6132,0.110778,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593852,Daphnia pulex,11.905,0.108671,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593856,Daphnia pulex,11.0575,0.110519,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593858,Daphnia pulex,10.5424,0.113239,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593860,Daphnia pulex,11.0122,0.108552,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593862,Daphnia pulex,8.92075,0.107004,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593864,Daphnia pulex,11.26,0.108834,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593867,Daphnia pulex,11.2786,0.110813,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593868,Daphnia pulex,8.28314,0.126077,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593870,Daphnia pulex,11.0913,0.109667,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593873,Daphnia pulex,11.4932,0.1084,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593877,Daphnia pulex,10.3741,0.111998,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593880,Daphnia pulex,11.1665,0.112845,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593883,Daphnia pulex,10.6334,0.113552,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593885,Daphnia pulex,11.107,0.130838,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593886,Daphnia pulex,10.1475,0.115773,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593889,Daphnia pulex,11.487,0.108375,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593890,Daphnia pulex,10.3558,0.10235,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593891,Daphnia pulex,10.7992,0.111876,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593896,Daphnia pulex,10.8145,0.111587,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593899,Daphnia pulex,10.085,0.113004,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593900,Daphnia pulex,10.565,0.110081,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593901,Daphnia pulex,10.8015,0.110879,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593903,Daphnia pulex,10.8618,0.112827,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593908,Daphnia pulex,12.0238,0.104882,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593910,Daphnia pulex,11.8,0.105431,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593913,Daphnia pulex,11.9166,0.111183,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593916,Daphnia pulex,11.469,0.107791,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593920,Daphnia pulex,12.7948,0.104697,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593922,Daphnia pulex,7.28213,0.137101,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593926,Daphnia pulex,11.4554,0.111802,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593928,Daphnia pulex,9.67562,0.105682,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593929,Daphnia pulex,8.13374,0.129063,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593931,Daphnia pulex,11.6298,0.109429,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593932,Daphnia pulex,12.814,0.100428,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711185,SRR7593933,Daphnia pulex,10.1188,0.112742,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594207,Daphnia pulex,23.1626,0.10947,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594208,Daphnia pulex,24.5517,0.114132,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594210,Daphnia pulex,10.5709,0.138708,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594215,Daphnia pulex,16.2463,0.129211,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594219,Daphnia pulex,14.9953,0.125326,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594228,Daphnia pulex,7.38262,0.148446,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594234,Daphnia pulex,13.709,0.169102,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594235,Daphnia pulex,15.6224,0.141948,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594238,Daphnia pulex,9.80142,0.16029,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594239,Daphnia pulex,11.4562,0.153193,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594241,Daphnia pulex,25.1525,0.112346,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594244,Daphnia pulex,38.5268,0.100643,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594245,Daphnia pulex,15.9606,0.135864,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594253,Daphnia pulex,16.1936,0.123826,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594255,Daphnia pulex,11.8389,0.152431,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594256,Daphnia pulex,20.448,0.107144,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594259,Daphnia pulex,11.7203,0.121962,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594264,Daphnia pulex,26.6528,0.123488,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594271,Daphnia pulex,15.348,0.128816,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594272,Daphnia pulex,15.1767,0.123173,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594275,Daphnia pulex,26.6289,0.10882,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594277,Daphnia pulex,24.3197,0.120113,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594279,Daphnia pulex,7.78171,0.174029,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591932,Daphnia pulex,4.52203,0.135912,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591935,Daphnia pulex,6.57994,0.119437,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591938,Daphnia pulex,4.09568,0.146807,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591940,Daphnia pulex,4.99414,0.161253,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591941,Daphnia pulex,10.0121,0.109113,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591947,Daphnia pulex,5.40509,0.139059,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591950,Daphnia pulex,7.46139,0.112622,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591955,Daphnia pulex,6.26127,0.12094,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591956,Daphnia pulex,4.5744,0.141936,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591957,Daphnia pulex,5.58188,0.126412,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591958,Daphnia pulex,4.92255,0.135419,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591959,Daphnia pulex,7.17752,0.115602,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591965,Daphnia pulex,7.92239,0.112139,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591967,Daphnia pulex,10.5782,0.106176,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591971,Daphnia pulex,7.95419,0.109131,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591972,Daphnia pulex,3.91596,0.151652,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591973,Daphnia pulex,14.8331,0.0988348,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591975,Daphnia pulex,19.0836,0.0969462,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591980,Daphnia pulex,5.89316,0.123242,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591982,Daphnia pulex,7.88033,0.113707,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591983,Daphnia pulex,11.6551,0.102673,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591989,Daphnia pulex,7.22416,0.115236,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591990,Daphnia pulex,9.64037,0.109459,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591992,Daphnia pulex,7.90318,0.113311,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591994,Daphnia pulex,6.73257,0.118734,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7591996,Daphnia pulex,7.56458,0.116659,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592000,Daphnia pulex,5.25458,0.131246,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592001,Daphnia pulex,24.351,0.0961727,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592003,Daphnia pulex,3.54412,0.164834,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592005,Daphnia pulex,5.466,0.127498,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592008,Daphnia pulex,4.57016,0.1385,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592011,Daphnia pulex,6.14528,0.124371,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592014,Daphnia pulex,5.14846,0.129933,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592019,Daphnia pulex,9.3761,0.107352,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592022,Daphnia pulex,13.0024,0.103367,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592023,Daphnia pulex,6.10128,0.119877,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592024,Daphnia pulex,3.88789,0.15382,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711179,SRR7592026,Daphnia pulex,6.60294,0.119079,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592065,Daphnia pulex,5.98253,0.127071,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592067,Daphnia pulex,13.0002,0.103908,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592068,Daphnia pulex,18.1374,0.100737,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592070,Daphnia pulex,12.6069,0.104256,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592072,Daphnia pulex,12.9404,0.105534,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592073,Daphnia pulex,13.9496,0.103534,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592074,Daphnia pulex,13.5462,0.105366,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592077,Daphnia pulex,13.2103,0.103208,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592079,Daphnia pulex,14.7309,0.101254,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592081,Daphnia pulex,12.2703,0.103956,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592083,Daphnia pulex,13.2615,0.103917,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592085,Daphnia pulex,12.5666,0.103726,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592088,Daphnia pulex,12.8788,0.103299,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592090,Daphnia pulex,13.4979,0.102108,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
PRJNA482684,SAMN09711180,SRR7592092,Daphnia pulex,13.8297,0.103048,96 adults,SRA,N,56.1304,-106.3468,NorthAmerica,NA
