clone,light_trt,genotype,day,hour,position,id,meani,sd,uci,lci,med,exp,active,ID
D8_222,Dark,1|2,1,2,V14,12,0.447748762,0.179548177,0.632941176,0.204380769,0.504201681,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,1,3,V14,12,0.183326174,0.136213991,0.378235294,0.029508197,0.148760331,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,1,4,V14,12,0.406963822,0.12740311,0.512906336,0.226786582,0.475409836,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,2,6,V14,12,0.458435999,0.084808351,0.537366211,0.327731092,0.483333333,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,2,7,V14,12,0.20440101,0.070395856,0.30946281,0.138655462,0.18487395,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,2,8,V14,12,0.471327534,0.127604742,0.666764706,0.359471002,0.454545455,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,2,9,V14,12,0.138476136,0.114829455,0.309090909,0.031764706,0.109243697,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,2,10,V14,12,0.079638616,0.069753932,0.188228349,0.027191437,0.042016807,Nov2.23,0,D8_222_Dark_12
D8_222,Dark,1|2,2,11,V14,12,0.50915302,0.102142167,0.615966387,0.359371585,0.52892562,Nov2.23,1,D8_222_Dark_12
D8_222,Dark,1|2,2,12,V14,12,0.085388281,0.061839406,0.169086651,0.010084034,0.075630252,Nov2.23,0,D8_222_Dark_12
D8_222,White,1|2,1,1,V15,13,0.067911611,0.053290449,0.142647059,0.009836066,0.067226891,Nov2.23,0,D8_222_White_13
D8_222,White,1|2,1,2,V15,13,0.199410446,0.144181677,0.419630803,0.073553719,0.142857143,Nov2.23,1,D8_222_White_13
D8_222,White,1|2,1,3,V15,13,0.264151316,0.134277669,0.420168067,0.0966456,0.262295082,Nov2.23,1,D8_222_White_13
D8_222,White,1|2,1,4,V15,13,0.117953132,0.069199816,0.186742135,0.017647059,0.15,Nov2.23,1,D8_222_White_13
D8_222,White,1|2,2,6,V15,13,0.364431306,0.08872123,0.475737705,0.246218487,0.361344538,Nov2.23,1,D8_222_White_13
D8_222,White,1|2,2,7,V15,13,0.087174388,0.082442115,0.203102675,0.005,0.074380165,Nov2.23,0,D8_222_White_13
D8_222,White,1|2,2,8,V15,13,0.116578806,0.075724883,0.215848323,0.026792717,0.114754098,Nov2.23,1,D8_222_White_13
D8_222,White,1|2,2,9,V15,13,0.183982486,0.151978396,0.418487395,0.054672131,0.165289256,Nov2.23,1,D8_222_White_13
D8_222,White,1|2,2,10,V15,13,0.051105227,0.057457365,0.140912563,0.004918033,0.024793388,Nov2.23,0,D8_222_White_13
D8_222,White,1|2,2,11,V15,13,0.401742765,0.169203366,0.614761905,0.181696247,0.403361345,Nov2.23,1,D8_222_White_13
D8_222,White,1|2,2,12,V15,13,0.211669488,0.113894193,0.342430087,0.061148459,0.256198347,Nov2.23,1,D8_222_White_13
D8_222,Blue,1|2,1,1,V15,14,0.157351866,0.106161463,0.272824502,0.01,0.168067227,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,1,2,V15,14,0.138030172,0.096409445,0.278592093,0.036876751,0.117647059,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,1,3,V15,14,0.26132492,0.121932111,0.434674548,0.118804243,0.247933884,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,1,4,V15,14,0.091565652,0.077278788,0.197044818,0.013320369,0.075630252,Nov2.23,0,D8_222_Blue_14
D8_222,Blue,1|2,2,6,V15,14,0.084518915,0.067474671,0.176232493,0.021600771,0.042016807,Nov2.23,0,D8_222_Blue_14
D8_222,Blue,1|2,2,7,V15,14,0.181599411,0.141091282,0.373866924,0.025,0.151260504,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,2,8,V15,14,0.231679614,0.144570453,0.418529412,0.044628099,0.210084034,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,2,9,V15,14,0.291841722,0.159768369,0.536134454,0.152031391,0.26446281,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,2,10,V15,14,0.197358193,0.030606927,0.217941176,0.148216008,0.210084034,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,2,11,V15,14,0.176124277,0.041405099,0.232983193,0.12570602,0.176470588,Nov2.23,1,D8_222_Blue_14
D8_222,Blue,1|2,2,12,V15,14,0.257360714,0.07532034,0.335294118,0.166820214,0.243697479,Nov2.23,1,D8_222_Blue_14
D8_222,Dark,1|2,1,1,V15,15,0.254055146,0.080079553,0.366166139,0.16,0.243697479,Nov2.23,1,D8_222_Dark_15
D8_222,Dark,1|2,1,2,V15,15,0.067597883,0.049317549,0.126514022,0.007563025,0.075630252,Nov2.23,0,D8_222_Dark_15
D8_222,Dark,1|2,1,3,V15,15,0.027233703,0.035927664,0.081818182,0,0.016806723,Nov2.23,0,D8_222_Dark_15
D8_222,Dark,1|2,1,4,V15,15,0.126885094,0.148633694,0.352732829,0.007438017,0.084033613,Nov2.23,1,D8_222_Dark_15
D8_222,Dark,1|2,2,6,V15,15,0.068838537,0.091269056,0.203085824,0,0.008264463,Nov2.23,0,D8_222_Dark_15
D8_222,Dark,1|2,2,7,V15,15,0.307607511,0.218429625,0.627923956,0.094180151,0.235294118,Nov2.23,1,D8_222_Dark_15
D8_222,Dark,1|2,2,8,V15,15,0.21170881,0.117920155,0.339302934,0.05264949,0.25210084,Nov2.23,1,D8_222_Dark_15
D8_222,Dark,1|2,2,9,V15,15,0.130944222,0.059157429,0.223578026,0.085606061,0.114754098,Nov2.23,1,D8_222_Dark_15
D8_222,Dark,1|2,2,10,V15,15,0.213102854,0.087339464,0.33697479,0.120732883,0.190082645,Nov2.23,1,D8_222_Dark_15
D8_222,Dark,1|2,2,11,V15,15,0.077236349,0.087919419,0.214338843,0.004958678,0.058823529,Nov2.23,0,D8_222_Dark_15
D8_222,Dark,1|2,2,12,V15,15,0.080962064,0.08702066,0.21485053,0.005042017,0.041322314,Nov2.23,0,D8_222_Dark_15
D8_222,White,1|2,1,1,V16,16,0.023830855,0.027445092,0.064414195,0,0.016666667,Nov2.23,0,D8_222_White_16
D8_222,White,1|2,1,2,V16,16,0.121085031,0.078616864,0.209429617,0.029960414,0.117647059,Nov2.23,1,D8_222_White_16
D8_222,White,1|2,1,3,V16,16,0.112797781,0.098903397,0.230793805,0.002521008,0.131147541,Nov2.23,1,D8_222_White_16
D8_222,White,1|2,1,4,V16,16,0.385579789,0.15533901,0.584655647,0.221008403,0.429752066,Nov2.23,1,D8_222_White_16
D8_222,White,1|2,2,6,V16,16,0.166031241,0.112014185,0.278688525,0.01512605,0.223140496,Nov2.23,1,D8_222_White_16
D8_222,White,1|2,2,7,V16,16,0.121239868,0.096046365,0.272775887,0.05264949,0.066666667,Nov2.23,1,D8_222_White_16
D8_222,White,1|2,2,8,V16,16,0.212038469,0.098624508,0.365714286,0.133952039,0.168067227,Nov2.23,1,D8_222_White_16
D8_222,White,1|2,2,9,V16,16,0.034593838,0.068125847,0.143459384,0,0,Nov2.23,0,D8_222_White_16
D8_222,White,1|2,2,10,V16,16,0.058149855,0.049135537,0.12892562,0.007563025,0.042016807,Nov2.23,0,D8_222_White_16
D8_222,White,1|2,2,11,V16,16,0.098276726,0.092614699,0.225917897,0.005042017,0.092436975,Nov2.23,0,D8_222_White_16
D8_222,White,1|2,2,12,V16,16,0.052532488,0.045604671,0.081333517,0.007563025,0.075630252,Nov2.23,0,D8_222_White_16
D8_222,Blue,1|2,1,1,V16,17,0.135495027,0.160887646,0.380713597,0.024918397,0.033333333,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,1,2,V16,17,0.198304961,0.087399161,0.308359301,0.09785124,0.193277311,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,1,3,V16,17,0.165685296,0.246357183,0.555944345,0,0.033057851,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,1,4,V16,17,0.165383238,0.047183607,0.222757956,0.107438017,0.166666667,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,2,6,V16,17,0.064133861,0.041773317,0.110327869,0.007563025,0.066115702,Nov2.23,0,D8_222_Blue_17
D8_222,Blue,1|2,2,7,V16,17,0.191989626,0.122554557,0.379294669,0.099416626,0.166666667,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,2,8,V16,17,0.272852303,0.165117319,0.521779859,0.142975207,0.260504202,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,2,9,V16,17,0.154065778,0.069024649,0.258623493,0.08907563,0.142857143,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,2,10,V16,17,0.160539664,0.059478291,0.247170868,0.102194597,0.134453782,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,2,11,V16,17,0.173764788,0.059337036,0.249691877,0.096694215,0.180327869,Nov2.23,1,D8_222_Blue_17
D8_222,Blue,1|2,2,12,V16,17,0.013028162,0.022345714,0.047031272,0,0,Nov2.23,0,D8_222_Blue_17
D8_222,Dark,1|2,1,1,V16,18,0.076097042,0.056605377,0.150413223,0.004918033,0.075630252,Nov2.23,0,D8_222_Dark_18
D8_222,Dark,1|2,1,2,V16,18,0.165479342,0.065228459,0.258837535,0.09240225,0.147540984,Nov2.23,1,D8_222_Dark_18
D8_222,Dark,1|2,1,3,V16,18,0.178426843,0.046106942,0.238553719,0.1314727,0.159663866,Nov2.23,1,D8_222_Dark_18
D8_222,Dark,1|2,1,4,V16,18,0.090544921,0.059328523,0.181485053,0.038140496,0.075630252,Nov2.23,0,D8_222_Dark_18
D8_222,Dark,1|2,2,6,V16,18,0.017889123,0.028393766,0.062777242,0,0,Nov2.23,0,D8_222_Dark_18
D8_222,Dark,1|2,2,7,V16,18,0.162233952,0.06580688,0.241176471,0.075653705,0.157024793,Nov2.23,1,D8_222_Dark_18
D8_222,Dark,1|2,2,8,V16,18,0.17719044,0.050919763,0.234522662,0.102961433,0.18487395,Nov2.23,1,D8_222_Dark_18
D8_222,Dark,1|2,2,9,V16,18,0.203812889,0.089917632,0.321568627,0.092087793,0.20661157,Nov2.23,1,D8_222_Dark_18
D8_222,Dark,1|2,2,10,V16,18,0.109237986,0.061407208,0.173336946,0.021654282,0.12605042,Nov2.23,1,D8_222_Dark_18
D8_222,Dark,1|2,2,11,V16,18,0.140267794,0.074539383,0.252878788,0.070684667,0.107438017,Nov2.23,1,D8_222_Dark_18
D8_222,Dark,1|2,2,12,V16,18,0.169964442,0.038531097,0.226983471,0.13697479,0.148760331,Nov2.23,1,D8_222_Dark_18
D8_222,White,1|2,1,1,V17,19,0.14971635,0.073822462,0.223286339,0.048543417,0.142857143,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,1,2,V17,19,0.102546457,0.071141274,0.204705882,0.035555862,0.100840336,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,1,3,V17,19,0.001180638,0.003123673,0.005785124,0,0,Nov2.23,0,D8_222_White_19
D8_222,White,1|2,1,4,V17,19,0.163099067,0.05810941,0.243412737,0.10442623,0.142857143,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,2,6,V17,19,0.167604638,0.022726397,0.192941336,0.136266407,0.176470588,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,2,7,V17,19,0.134586646,0.066374608,0.231533269,0.074380165,0.109243697,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,2,8,V17,19,0.121321025,0.034890582,0.171560525,0.085606061,0.117647059,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,2,9,V17,19,0.100913681,0.044891932,0.150144648,0.038529412,0.107438017,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,2,10,V17,19,0.150305907,0.077537877,0.229705882,0.037190083,0.165289256,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,2,11,V17,19,0.145190581,0.030081516,0.180213904,0.103847717,0.15,Nov2.23,1,D8_222_White_19
D8_222,White,1|2,2,12,V17,19,0,0,0,0,0,Nov2.23,0,D8_222_White_19
D8_222,Blue,1|2,1,1,V17,20,0,0,0,0,0,Nov2.23,0,D8_222_Blue_20
D8_222,Blue,1|2,1,2,V17,20,0.144087685,0.058220846,0.22513369,0.078674749,0.123966942,Nov2.23,1,D8_222_Blue_20
D8_222,Blue,1|2,1,3,V17,20,0.175870408,0.032562624,0.214347649,0.137961433,0.176470588,Nov2.23,1,D8_222_Blue_20
D8_222,Blue,1|2,1,4,V17,20,0.136553681,0.063524005,0.216117923,0.053585434,0.142857143,Nov2.23,1,D8_222_Blue_20
D8_222,Blue,1|2,2,6,V17,20,0.161702427,0.046481053,0.228640309,0.115542746,0.140495868,Nov2.23,1,D8_222_Blue_20
D8_222,Blue,1|2,2,7,V17,20,0.09066138,0.064092995,0.161080631,0.01647541,0.117647059,Nov2.23,0,D8_222_Blue_20
D8_222,Blue,1|2,2,8,V17,20,0.170241751,0.037922804,0.214691877,0.1314727,0.157024793,Nov2.23,1,D8_222_Blue_20
D8_222,Blue,1|2,2,9,V17,20,0.171281546,0.08830687,0.294430169,0.06467833,0.168067227,Nov2.23,1,D8_222_Blue_20
D8_222,Blue,1|2,2,10,V17,20,0.017888147,0.02379317,0.050170151,0,0,Nov2.23,0,D8_222_Blue_20
D8_222,Blue,1|2,2,11,V17,20,0.182167182,0.040429103,0.241470588,0.138910717,0.168067227,Nov2.23,1,D8_222_Blue_20
D8_222,Blue,1|2,2,12,V17,20,0.171226418,0.033308057,0.201680672,0.12452381,0.180327869,Nov2.23,1,D8_222_Blue_20
D8_222,Dark,1|2,1,1,V17,21,0.184034665,0.052904743,0.237768595,0.109243697,0.176470588,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,1,2,V17,21,0.115831457,0.120249125,0.290471561,0,0.109243697,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,1,3,V17,21,0.147358656,0.074719995,0.235156358,0.041418733,0.148760331,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,1,4,V17,21,0.121515681,0.072763345,0.22952381,0.060167999,0.099173554,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,2,6,V17,21,0.166505497,0.052414033,0.233558341,0.104710744,0.168067227,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,2,7,V17,21,0.180320222,0.105614789,0.316613859,0.039397759,0.18487395,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,2,8,V17,21,0.017709563,0.032512223,0.070247934,0,0,Nov2.23,0,D8_222_Dark_21
D8_222,Dark,1|2,2,9,V17,21,0.173839114,0.098514687,0.279005602,0.039206502,0.20661157,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,2,10,V17,21,0.143794941,0.045353642,0.190646095,0.08137741,0.165289256,Nov2.23,1,D8_222_Dark_21
D8_222,Dark,1|2,2,11,V17,21,0.084539601,0.074664,0.175595527,0,0.084033613,Nov2.23,0,D8_222_Dark_21
D8_222,Dark,1|2,2,12,V17,21,0.16801906,0.094090265,0.272324467,0.041078445,0.15,Nov2.23,1,D8_222_Dark_21
Dbunk_125,White,2|2,1,1,V23,22,0.118235336,0.089340525,0.240336134,0.023966942,0.114754098,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,White,2|2,1,2,V23,22,0.106738127,0.071577899,0.204180328,0.020758386,0.100840336,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,White,2|2,1,3,V23,22,0.105852218,0.018467188,0.127856101,0.082377049,0.109243697,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,White,2|2,1,4,V23,22,0.176932643,0.042061019,0.23083593,0.12452381,0.173553719,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,White,2|2,2,6,V23,22,0.02609357,0.038441573,0.087068546,0,0.008264463,Nov2.23,0,Dbunk_125_White_22
Dbunk_125,White,2|2,2,7,V23,22,0.156978413,0.049758782,0.224210015,0.098930481,0.163934426,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,White,2|2,2,8,V23,22,0.129937099,0.085000095,0.23802521,0.020168067,0.12605042,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,White,2|2,2,9,V23,22,0.088986786,0.035554556,0.138842975,0.05012605,0.084033613,Nov2.23,0,Dbunk_125_White_22
Dbunk_125,White,2|2,2,10,V23,22,0.110595264,0.059280839,0.20097229,0.061176471,0.098360656,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,White,2|2,2,11,V23,22,0.080761363,0.052796226,0.158267935,0.031338798,0.067226891,Nov2.23,0,Dbunk_125_White_22
Dbunk_125,White,2|2,2,12,V23,22,0.105890596,0.038984308,0.15025349,0.052073288,0.116666667,Nov2.23,1,Dbunk_125_White_22
Dbunk_125,Blue,2|2,1,1,V23,23,0.110733021,0.034245128,0.152774498,0.070695028,0.117647059,Nov2.23,1,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,1,2,V23,23,0.085523102,0.035229185,0.136905341,0.052941176,0.066666667,Nov2.23,0,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,1,3,V23,23,0.025150556,0.056371682,0.113320369,0,0,Nov2.23,0,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,1,4,V23,23,0.168035644,0.081562781,0.237530384,0.040336134,0.193277311,Nov2.23,1,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,2,6,V23,23,0.121241498,0.046557914,0.167233836,0.055168067,0.140495868,Nov2.23,1,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,2,7,V23,23,0.129604678,0.064141257,0.209042295,0.050802139,0.114754098,Nov2.23,1,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,2,8,V23,23,0.152353446,0.046404489,0.213823529,0.103847717,0.142857143,Nov2.23,1,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,2,9,V23,23,0.13460323,0.03454509,0.159663866,0.080612383,0.151260504,Nov2.23,1,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,2,10,V23,23,0.118348036,0.072174062,0.225755318,0.058823529,0.107438017,Nov2.23,1,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,2,11,V23,23,0.097569699,0.045694897,0.150144648,0.033884298,0.1,Nov2.23,0,Dbunk_125_Blue_23
Dbunk_125,Blue,2|2,2,12,V23,23,0.058305306,0.086673092,0.193085399,0,0.008403361,Nov2.23,0,Dbunk_125_Blue_23
Dbunk_125,Dark,2|2,1,1,V23,24,0.119883732,0.050593283,0.187156212,0.063184943,0.100840336,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,1,2,V23,24,0.134521396,0.075335446,0.242961433,0.055723929,0.12605042,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,1,3,V23,24,0.060748266,0.051425025,0.122814084,0,0.066115702,Nov2.23,0,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,1,4,V23,24,0.110377962,0.048071953,0.171535022,0.055128828,0.116666667,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,2,6,V23,24,0.101029636,0.041424688,0.139426349,0.03731919,0.116666667,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,2,7,V23,24,0.16890367,0.08323756,0.293529412,0.08907563,0.140495868,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,2,8,V23,24,0.061968242,0.042134941,0.126106443,0.027191437,0.049586777,Nov2.23,0,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,2,9,V23,24,0.109474146,0.059428973,0.163601639,0.020911174,0.116666667,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,2,10,V23,24,0.084402811,0.050267864,0.152774498,0.033417367,0.081967213,Nov2.23,0,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,2,11,V23,24,0.165440491,0.065440577,0.250850754,0.089881242,0.15,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,Dark,2|2,2,12,V23,24,0.169775451,0.023576645,0.193015567,0.153613445,0.159663866,Nov2.23,1,Dbunk_125_Dark_24
Dbunk_125,White,2|2,1,1,V25,25,0.574056762,0.168810108,0.73711255,0.330757576,0.652542373,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,White,2|2,1,2,V25,25,0.096230816,0.062146489,0.185438766,0.044287798,0.058823529,Nov2.23,0,Dbunk_125_White_25
Dbunk_125,White,2|2,1,3,V25,25,0.084365078,0.046741004,0.150144648,0.038209366,0.074380165,Nov2.23,0,Dbunk_125_White_25
Dbunk_125,White,2|2,1,4,V25,25,0.239153654,0.157914961,0.474352386,0.07442623,0.214876033,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,White,2|2,2,6,V25,25,0.045299938,0.031215651,0.083823529,0.007563025,0.033613445,Nov2.23,0,Dbunk_125_White_25
Dbunk_125,White,2|2,2,7,V25,25,0.772770059,0.215304501,1.027624983,0.48232493,0.781512605,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,White,2|2,2,8,V25,25,0.770581754,0.173303967,1.030901639,0.609243697,0.73553719,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,White,2|2,2,9,V25,25,0.461198881,0.147285219,0.628061716,0.274173554,0.504201681,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,White,2|2,2,10,V25,25,0.29777616,0.19644088,0.594862259,0.110530703,0.245762712,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,White,2|2,2,11,V25,25,0.22695399,0.094046484,0.344676714,0.103361345,0.216666667,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,White,2|2,2,12,V25,25,0.421910387,0.114708973,0.555490196,0.26302521,0.438016529,Nov2.23,1,Dbunk_125_White_25
Dbunk_125,Blue,2|2,1,1,V25,26,0.034242392,0.044718191,0.104408321,0.002521008,0.016806723,Nov2.23,0,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,1,2,V25,26,0.563130045,0.17345981,0.757231405,0.35210084,0.554621849,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,1,3,V25,26,0.614958895,0.178964247,0.787941176,0.371557377,0.571428571,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,1,4,V25,26,0.206258133,0.122347732,0.369747899,0.078898072,0.151260504,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,2,6,V25,26,0.134408889,0.091390292,0.252941176,0.0217507,0.148760331,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,2,7,V25,26,0.097784387,0.038660256,0.134453782,0.040306192,0.107438017,Nov2.23,0,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,2,8,V25,26,0.30657388,0.098552003,0.412424242,0.161691784,0.31147541,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,2,9,V25,26,0.009583999,0.014087478,0.031092437,0,0,Nov2.23,0,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,2,10,V25,26,0.534555654,0.100770596,0.643042948,0.421848739,0.52892562,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,2,11,V25,26,0.570435065,0.12463771,0.738503926,0.440882353,0.545454545,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Blue,2|2,2,12,V25,26,0.324938969,0.202192446,0.589443711,0.07068306,0.319327731,Nov2.23,1,Dbunk_125_Blue_26
Dbunk_125,Dark,2|2,1,1,V25,27,0.145321083,0.192101528,0.451188525,0.007438017,0.067226891,Nov2.23,1,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,1,2,V25,27,0.043904786,0.040421637,0.091541535,0,0.058823529,Nov2.23,0,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,1,3,V25,27,0.388700848,0.11394065,0.49458068,0.224297521,0.453781513,Nov2.23,1,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,1,4,V25,27,0.03559867,0.036723409,0.089672131,0,0.024793388,Nov2.23,0,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,2,6,V25,27,0.442242289,0.067169579,0.534516286,0.366386555,0.45,Nov2.23,1,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,2,7,V25,27,0.34229407,0.148201277,0.482352941,0.114632961,0.383333333,Nov2.23,1,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,2,8,V25,27,0.254197292,0.133287064,0.445378151,0.118181818,0.233333333,Nov2.23,1,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,2,9,V25,27,0.246236563,0.240096919,0.619859944,0.087360233,0.140495868,Nov2.23,1,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,2,10,V25,27,0.051107014,0.037655316,0.084033613,0.008306132,0.074380165,Nov2.23,0,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,2,11,V25,27,0.43466362,0.083871432,0.519705882,0.32777242,0.428571429,Nov2.23,1,Dbunk_125_Dark_27
Dbunk_125,Dark,2|2,2,12,V25,27,0.011827682,0.020693437,0.044510263,0,0,Nov2.23,0,Dbunk_125_Dark_27
Dbunk_125,White,2|2,1,1,V27,28,0.364939033,0.045154682,0.409243697,0.296694215,0.371900826,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,1,2,V27,28,0.344276077,0.170051519,0.568983957,0.132941176,0.327731092,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,1,3,V27,28,0.476759345,0.170515248,0.675616246,0.255517744,0.529411765,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,1,4,V27,28,0.137870132,0.154215127,0.360879228,0,0.114754098,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,2,6,V27,28,0.042859789,0.050332451,0.120293076,0,0.025210084,Nov2.23,0,Dbunk_125_White_28
Dbunk_125,White,2|2,2,7,V27,28,0.364161503,0.096093862,0.488621022,0.248553719,0.378151261,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,2,8,V27,28,0.010764471,0.009341601,0.022689076,0,0.008403361,Nov2.23,0,Dbunk_125_White_28
Dbunk_125,White,2|2,2,9,V27,28,0.409272168,0.102066995,0.531486248,0.274173554,0.445378151,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,2,10,V27,28,0.28727073,0.110018747,0.418360656,0.157948469,0.31092437,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,2,11,V27,28,0.434744208,0.147371647,0.597006737,0.24312105,0.45,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,White,2|2,2,12,V27,28,0.154007572,0.130538981,0.308359301,0.007563025,0.099173554,Nov2.23,1,Dbunk_125_White_28
Dbunk_125,Blue,2|2,1,1,V27,29,0.013145754,0.016657148,0.033613445,0,0,Nov2.23,0,Dbunk_125_Blue_29
Dbunk_125,Blue,2|2,1,2,V27,29,0.461410609,0.052700827,0.528571429,0.391152163,0.466666667,Nov2.23,1,Dbunk_125_Blue_29
Dbunk_125,Blue,2|2,1,3,V27,29,0.018989414,0.026455761,0.059629141,0,0.016528926,Nov2.23,0,Dbunk_125_Blue_29
Dbunk_125,Blue,2|2,1,4,V27,29,0.464008202,0.064306782,0.512542538,0.365058935,0.5,Nov2.23,1,Dbunk_125_Blue_29
Dbunk_125,Blue,2|2,2,6,V27,29,0.251599421,0.184500563,0.515795471,0.05,0.201680672,Nov2.23,1,Dbunk_125_Blue_29
Dbunk_125,Blue,2|2,2,7,V27,29,0.207240327,0.101250836,0.345378151,0.096937287,0.180327869,Nov2.23,1,Dbunk_125_Blue_29
Dbunk_125,Blue,2|2,2,8,V27,29,0.211020345,0.167638754,0.446530055,0.027731092,0.214876033,Nov2.23,1,Dbunk_125_Blue_29
