clone,light_trt,genotype,day,hour,position,id,meani,sd,uci,lci,med,exp,active,ID
D8_18030,White,1|1,1,1,V12,1,0.080682646,0.075066073,0.186450448,0.002521008,0.081967213,Oct27.23,0,D8_18030_White_1
D8_18030,White,1|1,1,2,V12,1,0,0,0,0,0,Oct27.23,0,D8_18030_White_1
D8_18030,White,1|1,1,3,V12,1,0.276919032,0.167345753,0.481092437,0.047107438,0.277310924,Oct27.23,1,D8_18030_White_1
D8_18030,White,1|1,1,4,V12,1,0.118611216,0.200024383,0.418032787,0,0,Oct27.23,1,D8_18030_White_1
D8_18030,White,1|1,1,5,V12,1,0.047859144,0.084082685,0.181176471,0,0,Oct27.23,0,D8_18030_White_1
D8_18030,White,1|1,2,6,V12,1,0.073520401,0.064709487,0.159754098,0,0.067226891,Oct27.23,0,D8_18030_White_1
D8_18030,White,1|1,2,7,V12,1,0.232657485,0.206598826,0.497520661,0.007563025,0.243697479,Oct27.23,1,D8_18030_White_1
D8_18030,White,1|1,2,8,V12,1,0.118073676,0.130988863,0.263275227,0,0.05785124,Oct27.23,1,D8_18030_White_1
D8_18030,White,1|1,2,9,V12,1,0.120352414,0.178436395,0.404817927,0,0.049180328,Oct27.23,1,D8_18030_White_1
D8_18030,White,1|1,2,10,V12,1,0.237588502,0.209107585,0.523047252,0.020911174,0.159663866,Oct27.23,1,D8_18030_White_1
D8_18030,White,1|1,2,11,V12,1,0.236595573,0.167505085,0.493034238,0.099132112,0.166666667,Oct27.23,1,D8_18030_White_1
D8_18030,White,1|1,2,12,V12,1,0.188030047,0.073789166,0.275935829,0.097377049,0.18487395,Oct27.23,1,D8_18030_White_1
D8_18030,Blue,1|1,1,1,V12,2,0.717948098,0.303528078,1.025661504,0.322457627,0.639344262,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,1,2,V12,2,0.588482364,0.164400496,0.847598039,0.451012536,0.520661157,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,1,3,V12,2,0.645703568,0.106211128,0.775449684,0.504812834,0.672131148,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,1,4,V12,2,0.472084189,0.259615021,0.884295357,0.309049587,0.363636364,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,1,5,V12,2,0.738858064,0.167657023,0.944067797,0.516680672,0.73553719,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,2,6,V12,2,0.86210273,0.212349163,1.124300299,0.604711393,0.85,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,2,7,V12,2,1.024204094,0.112168844,1.172773109,0.915459407,0.983471074,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,2,8,V12,2,1.024734671,0.098803242,1.149878464,0.890756303,1.032786885,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,2,9,V12,2,1.213810635,0.113458919,1.348257336,1.076470588,1.173553719,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,2,10,V12,2,1.203528514,0.127186148,1.349927078,1.020908702,1.220338983,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,2,11,V12,2,1.035767544,0.154260833,1.234971751,0.852941176,0.975206612,Oct27.23,1,D8_18030_Blue_2
D8_18030,Blue,1|1,2,12,V12,2,1.321499637,0.281755125,1.608719008,0.909932498,1.389830508,Oct27.23,1,D8_18030_Blue_2
D8_18030,Dark,1|1,1,1,V12,3,0.111618459,0.065411947,0.189263143,0.026640739,0.117647059,Oct27.23,1,D8_18030_Dark_3
D8_18030,Dark,1|1,1,2,V12,3,0.099889494,0.028433686,0.130523416,0.060663935,0.100840336,Oct27.23,0,D8_18030_Dark_3
D8_18030,Dark,1|1,1,3,V12,3,0.101090139,0.021878468,0.129117647,0.0772762,0.098360656,Oct27.23,1,D8_18030_Dark_3
D8_18030,Dark,1|1,1,4,V12,3,0.109433154,0.040109619,0.162647059,0.059884282,0.107438017,Oct27.23,1,D8_18030_Dark_3
D8_18030,Dark,1|1,1,5,V12,3,0.093669791,0.070885096,0.172595628,0.005042017,0.123966942,Oct27.23,0,D8_18030_Dark_3
D8_18030,Dark,1|1,2,6,V12,3,0.020348635,0.031378749,0.068907563,0,0,Oct27.23,0,D8_18030_Dark_3
D8_18030,Dark,1|1,2,7,V12,3,0.173469754,0.076056876,0.258606557,0.079290228,0.176470588,Oct27.23,1,D8_18030_Dark_3
D8_18030,Dark,1|1,2,8,V12,3,0.076000079,0.065330181,0.160928962,0.019008264,0.033613445,Oct27.23,0,D8_18030_Dark_3
D8_18030,Dark,1|1,2,9,V12,3,0.125866786,0.060521406,0.204511584,0.054834711,0.12605042,Oct27.23,1,D8_18030_Dark_3
D8_18030,Dark,1|1,2,10,V12,3,0.076237074,0.083759887,0.204375304,0,0.06557377,Oct27.23,0,D8_18030_Dark_3
D8_18030,Dark,1|1,2,11,V12,3,0.097467888,0.054524794,0.178436003,0.052073288,0.066666667,Oct27.23,0,D8_18030_Dark_3
D8_18030,Dark,1|1,2,12,V12,3,0.098451712,0.039476205,0.144344262,0.046218487,0.107438017,Oct27.23,0,D8_18030_Dark_3
D8_349,White,1|2,1,1,V16,4,0.950670103,0.134350292,1.117415254,0.790329013,0.974789916,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,1,2,V16,4,0.812948519,0.228735244,1.13,0.557424009,0.819672131,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,1,3,V16,4,0.535286494,0.165213324,0.697478992,0.31335992,0.6,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,1,4,V16,4,0.554845209,0.159189788,0.726393443,0.336655323,0.553719008,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,1,5,V16,4,0.639104427,0.211543784,0.858529412,0.335842473,0.616666667,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,2,6,V16,4,0.691984168,0.201645876,0.927184874,0.43976665,0.743801653,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,2,7,V16,4,0.862883904,0.225373985,1.162816922,0.622632104,0.851239669,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,2,8,V16,4,0.885311565,0.445354556,1.554700855,0.534411765,0.783333333,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,2,9,V16,4,0.32287719,0.350557328,0.755021353,0,0.151260504,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,2,10,V16,4,0.222081916,0.264109756,0.570212915,0,0.050420168,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,2,11,V16,4,0.163355411,0.199965914,0.403238044,0,0.016806723,Oct27.23,1,D8_349_White_4
D8_349,White,1|2,2,12,V16,4,0.363071618,0.148591603,0.528036669,0.160327869,0.411764706,Oct27.23,1,D8_349_White_4
D8_349,Blue,1|2,1,1,V16,5,0.16737419,0.152251972,0.399159664,0.032355372,0.140495868,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,1,2,V16,5,0.25124254,0.13735031,0.45644142,0.133235294,0.213114754,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,1,3,V16,5,0.420079529,0.161319295,0.590929926,0.191513983,0.495798319,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,1,4,V16,5,0.496047084,0.069152536,0.576470588,0.398986041,0.5,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,1,5,V16,5,0.238490061,0.191765623,0.440265547,0.002479339,0.243697479,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,2,6,V16,5,0.365346515,0.218054183,0.583895853,0.06302521,0.35,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,2,7,V16,5,0.072496578,0.098032874,0.219966664,0,0.033613445,Oct27.23,0,D8_349_Blue_5
D8_349,Blue,1|2,2,8,V16,5,0.215516785,0.246554804,0.513945413,0,0.084033613,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,2,9,V16,5,0.384267331,0.219981259,0.602831595,0.070294118,0.47107438,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,2,10,V16,5,0.462509244,0.392388434,0.865580943,0.012396694,0.65,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,2,11,V16,5,0.390708198,0.185040789,0.611177347,0.172561983,0.336134454,Oct27.23,1,D8_349_Blue_5
D8_349,Blue,1|2,2,12,V16,5,0.252046796,0.030238946,0.281939891,0.211521633,0.25210084,Oct27.23,1,D8_349_Blue_5
D8_349,Dark,1|2,1,1,V16,6,0.254187826,0.091942364,0.392589532,0.164705882,0.226890756,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,1,2,V16,6,0.330626287,0.074536254,0.438502674,0.259338843,0.302521008,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,1,3,V16,6,0.257239923,0.177820738,0.509104457,0.057983193,0.210084034,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,1,4,V16,6,0.185550212,0.146226393,0.396333079,0.065766635,0.099173554,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,1,5,V16,6,0.299113638,0.262314091,0.709677871,0.087367406,0.214876033,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,2,6,V16,6,0.398480487,0.079111789,0.514175506,0.331404959,0.352941176,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,2,7,V16,6,0.297644084,0.108510295,0.426876866,0.164016393,0.327731092,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,2,8,V16,6,0.288987458,0.158868553,0.446480231,0.048642267,0.327731092,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,2,9,V16,6,0.202201436,0.053004411,0.277310924,0.145,0.198347107,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,2,10,V16,6,0.244706025,0.096819593,0.365178137,0.116316527,0.245901639,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,2,11,V16,6,0.243763318,0.031275223,0.275754236,0.201983471,0.247933884,Oct27.23,1,D8_349_Dark_6
D8_349,Dark,1|2,2,12,V16,6,0.151016507,0.053693353,0.206075217,0.080213904,0.176470588,Oct27.23,1,D8_349_Dark_6
D8_349,White,1|2,1,1,V17,7,0.121389375,0.106061755,0.249117647,0,0.158333333,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,1,2,V17,7,0.222983596,0.128326378,0.376160044,0.053815427,0.243697479,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,1,3,V17,7,0.215634849,0.197755279,0.472591036,0,0.193277311,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,1,4,V17,7,0.314296283,0.142507286,0.505042017,0.14980207,0.32231405,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,1,5,V17,7,0.254073839,0.217959061,0.536655323,0.017647059,0.266666667,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,2,6,V17,7,0.340745592,0.282781906,0.629990357,0,0.453781513,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,2,7,V17,7,0,0,0,0,0,Oct27.23,0,D8_349_White_7
D8_349,White,1|2,2,8,V17,7,0.108625434,0.133692923,0.304859944,0,0.050420168,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,2,9,V17,7,0.228672,0.208518275,0.519864995,0.005042017,0.239669421,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,2,10,V17,7,0.28388697,0.230040807,0.576956733,0.010882353,0.268907563,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,2,11,V17,7,0.121283788,0.124944178,0.31195757,0.01,0.084033613,Oct27.23,1,D8_349_White_7
D8_349,White,1|2,2,12,V17,7,0.500901504,0.155625408,0.693263305,0.351171928,0.445378151,Oct27.23,1,D8_349_White_7
D8_349,Blue,1|2,1,1,V17,8,0.166147616,0.220822382,0.486176471,0,0.05785124,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,1,2,V17,8,0.219726072,0.254635863,0.618980485,0.007563025,0.15,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,1,3,V17,8,0.136904969,0.06572452,0.213823529,0.059884282,0.151260504,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,1,4,V17,8,0.236361555,0.165013694,0.451954997,0.027731092,0.247933884,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,1,5,V17,8,0.102764577,0.072494421,0.195798319,0.015,0.115702479,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,2,6,V17,8,0.254480464,0.157768488,0.455371901,0.091596639,0.183333333,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,2,7,V17,8,0.113763739,0.090682768,0.227597886,0.010084034,0.1,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,2,8,V17,8,0.133163969,0.081402283,0.230462185,0.024590164,0.12605042,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,2,9,V17,8,0.395133477,0.227993855,0.641370929,0.068852459,0.454545455,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,2,10,V17,8,0.307813837,0.222342973,0.617633053,0.060167999,0.302521008,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,2,11,V17,8,0.37773958,0.161556486,0.560601545,0.17369146,0.361344538,Oct27.23,1,D8_349_Blue_8
D8_349,Blue,1|2,2,12,V17,8,0.292424825,0.211014037,0.523574041,0.03,0.380165289,Oct27.23,1,D8_349_Blue_8
D8_349,Dark,1|2,1,1,V17,9,0.093866274,0.031872445,0.133002755,0.054966249,0.084033613,Oct27.23,0,D8_349_Dark_9
D8_349,Dark,1|2,1,2,V17,9,0.05801209,0.036720921,0.105785124,0.015882353,0.042016807,Oct27.23,0,D8_349_Dark_9
D8_349,Dark,1|2,1,3,V17,9,0.072753225,0.051479288,0.139669421,0.018913426,0.067226891,Oct27.23,0,D8_349_Dark_9
D8_349,Dark,1|2,1,4,V17,9,0.124959703,0.035382871,0.17012987,0.078133044,0.12605042,Oct27.23,1,D8_349_Dark_9
D8_349,Dark,1|2,1,5,V17,9,0.128777784,0.054152058,0.171428571,0.043706815,0.15,Oct27.23,1,D8_349_Dark_9
D8_349,Dark,1|2,2,6,V17,9,0.129645827,0.0411727,0.161861536,0.064710744,0.151260504,Oct27.23,1,D8_349_Dark_9
D8_349,Dark,1|2,2,7,V17,9,0.089224079,0.014433314,0.105458712,0.070871156,0.084033613,Oct27.23,0,D8_349_Dark_9
D8_349,Dark,1|2,2,8,V17,9,0.107250455,0.062652129,0.190420168,0.038016529,0.098360656,Oct27.23,1,D8_349_Dark_9
D8_349,Dark,1|2,2,9,V17,9,0.065195616,0.053934304,0.145210676,0.019133273,0.033613445,Oct27.23,0,D8_349_Dark_9
D8_349,Dark,1|2,2,10,V17,9,0.065550014,0.035366331,0.112105007,0.023872104,0.066666667,Oct27.23,0,D8_349_Dark_9
D8_349,Dark,1|2,2,11,V17,9,0.079599088,0.039085081,0.133347107,0.032401157,0.074380165,Oct27.23,0,D8_349_Dark_9
D8_349,Dark,1|2,2,12,V17,9,0.084284401,0.02045336,0.110079935,0.061176471,0.090909091,Oct27.23,0,D8_349_Dark_9
D8_349,White,1|2,1,1,V18,10,1.28286438,0.067340332,1.350337512,1.193562053,1.283333333,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,1,2,V18,10,1.233272079,0.046862231,1.280630599,1.16526216,1.25,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,1,3,V18,10,1.078203952,0.110437693,1.171907771,0.915294118,1.115702479,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,1,4,V18,10,1.143442173,0.116028934,1.30261744,1.016708683,1.142857143,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,1,5,V18,10,0.830643703,0.158964876,0.988526981,0.593235294,0.876033058,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,2,6,V18,10,0.958068576,0.288548476,1.243697479,0.593553765,1.1,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,2,7,V18,10,1.012985012,0.178502331,1.230168067,0.773942635,1.050420168,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,2,8,V18,10,0.981496131,0.119271951,1.133078863,0.85705189,0.957983193,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,2,9,V18,10,0.99373404,0.1499854,1.180520733,0.797647059,0.991596639,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,2,10,V18,10,0.989332823,0.140626144,1.145211473,0.808989071,1,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,2,11,V18,10,1.033291553,0.22907187,1.23412737,0.692643273,1.058823529,Oct27.23,1,D8_349_White_10
D8_349,White,1|2,2,12,V18,10,1.165185481,0.083027624,1.274380165,1.065252101,1.142857143,Oct27.23,1,D8_349_White_10
D8_349,Blue,1|2,1,1,V18,11,0.120531684,0.122906576,0.275,0,0.134453782,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,1,2,V18,11,0.258790724,0.171106055,0.491735537,0.088823529,0.235294118,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,1,3,V18,11,0.028631949,0.036637718,0.08512605,0,0.024793388,Oct27.23,0,D8_349_Blue_11
D8_349,Blue,1|2,1,4,V18,11,0.198710046,0.210429141,0.473236915,0.015718419,0.05785124,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,1,5,V18,11,0.112901901,0.207604346,0.436350088,0,0.042016807,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,2,6,V18,11,0.20089373,0.186607976,0.466322314,0.021600771,0.142857143,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,2,7,V18,11,0.287145271,0.191709658,0.521134454,0.049878464,0.243697479,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,2,8,V18,11,0.233590025,0.199729108,0.531764706,0.039037433,0.213114754,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,2,9,V18,11,0.31957184,0.109818378,0.452702886,0.171428571,0.333333333,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,2,10,V18,11,0.4037163,0.204946226,0.603529412,0.105590666,0.459016393,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,2,11,V18,11,0.603605924,0.184206116,0.81994583,0.345400352,0.633333333,Oct27.23,1,D8_349_Blue_11
D8_349,Blue,1|2,2,12,V18,11,0.269015104,0.318388592,0.754487358,0.01,0.247933884,Oct27.23,1,D8_349_Blue_11
D8_349,Dark,1|2,1,1,V18,12,0.125766407,0.092909949,0.217941176,0.010084034,0.157024793,Oct27.23,1,D8_349_Dark_12
D8_349,Dark,1|2,1,2,V18,12,0.077513815,0.063525695,0.162647059,0.005042017,0.067226891,Oct27.23,0,D8_349_Dark_12
D8_349,Dark,1|2,1,3,V18,12,0.134465796,0.033812542,0.184033613,0.099132112,0.132231405,Oct27.23,1,D8_349_Dark_12
D8_349,Dark,1|2,1,4,V18,12,0.080684746,0.059838347,0.159002617,0.005042017,0.083333333,Oct27.23,0,D8_349_Dark_12
D8_349,Dark,1|2,1,5,V18,12,0.080506163,0.06028181,0.168378269,0.019133273,0.067226891,Oct27.23,0,D8_349_Dark_12
D8_349,Dark,1|2,2,6,V18,12,0.136827889,0.044644648,0.191784152,0.076280992,0.134453782,Oct27.23,1,D8_349_Dark_12
D8_349,Dark,1|2,2,7,V18,12,0.082196515,0.063490561,0.163774105,0.007438017,0.075630252,Oct27.23,0,D8_349_Dark_12
D8_349,Dark,1|2,2,8,V18,12,0.106069023,0.055753103,0.184880895,0.04278553,0.100840336,Oct27.23,1,D8_349_Dark_12
D8_349,Dark,1|2,2,9,V18,12,0.105123564,0.096588124,0.249627422,0.010084034,0.067226891,Oct27.23,1,D8_349_Dark_12
D8_349,Dark,1|2,2,10,V18,12,0.111441826,0.07715515,0.211163799,0.029217307,0.083333333,Oct27.23,1,D8_349_Dark_12
D8_349,Dark,1|2,2,11,V18,12,0.100854963,0.041374187,0.164044634,0.061176471,0.090909091,Oct27.23,1,D8_349_Dark_12
D8_349,Dark,1|2,2,12,V18,12,0.113213517,0.046302199,0.171428571,0.065901639,0.109243697,Oct27.23,1,D8_349_Dark_12
D10_49,White,2|2,1,1,V19,13,0.334244287,0.065456279,0.423403361,0.261691784,0.330578512,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,1,2,V19,13,0.347149663,0.095122377,0.458677686,0.219768563,0.361344538,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,1,3,V19,13,0.517020085,0.084306905,0.633879781,0.428571429,0.520661157,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,1,4,V19,13,0.437574201,0.221390095,0.650491803,0.116806723,0.504201681,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,1,5,V19,13,0.40408864,0.079578711,0.509780962,0.309049587,0.420168067,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,2,6,V19,13,0.388069776,0.126084061,0.570734079,0.268484848,0.327868852,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,2,7,V19,13,0.390008841,0.161366066,0.626890756,0.246526611,0.305785124,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,2,8,V19,13,0.506613459,0.277744634,0.912340664,0.229986226,0.420168067,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,2,9,V19,13,0.370432405,0.229806976,0.721492665,0.178529412,0.262295082,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,2,10,V19,13,0.406508153,0.075769754,0.47162986,0.291528926,0.420168067,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,2,11,V19,13,0.497956245,0.122992337,0.624108004,0.315238095,0.537190083,Oct27.23,1,D10_49_White_13
D10_49,White,2|2,2,12,V19,13,0.329163585,0.089047286,0.466528926,0.245378151,0.295081967,Oct27.23,1,D10_49_White_13
D10_49,Blue,2|2,1,1,V19,14,0.510329855,0.095054722,0.648823529,0.415390868,0.512396694,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,1,2,V19,14,0.425913121,0.085866017,0.514285714,0.295757576,0.446280992,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,1,3,V19,14,0.303310946,0.141938913,0.503861379,0.165702479,0.262295082,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,1,4,V19,14,0.156740623,0.066051046,0.227613029,0.063865546,0.180327869,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,1,5,V19,14,0.235535919,0.06106489,0.324411765,0.186436558,0.20661157,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,2,6,V19,14,0.243543601,0.109820919,0.400826446,0.129016393,0.218487395,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,2,7,V19,14,0.185394879,0.071711817,0.279595805,0.103636364,0.201680672,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,2,8,V19,14,0.26044623,0.105471907,0.407465565,0.168643656,0.196721311,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,2,9,V19,14,0.390350019,0.085686454,0.479509804,0.26526216,0.386554622,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,2,10,V19,14,0.349340831,0.199212957,0.551177165,0.088575596,0.459016393,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,2,11,V19,14,0.235079487,0.12123666,0.390839642,0.084013006,0.216666667,Oct27.23,1,D10_49_Blue_14
D10_49,Blue,2|2,2,12,V19,14,0.32028972,0.157987756,0.503118272,0.11423061,0.333333333,Oct27.23,1,D10_49_Blue_14
D10_49,Dark,2|2,1,1,V19,15,0.11307509,0.036870172,0.15952381,0.06446281,0.114754098,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,1,2,V19,15,0.155699215,0.021822379,0.183510125,0.130384054,0.15,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,1,3,V19,15,0.102153028,0.021790483,0.127097396,0.072058824,0.100840336,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,1,4,V19,15,0.134326078,0.029047039,0.171487603,0.101625568,0.12605042,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,1,5,V19,15,0.108313847,0.028179568,0.143697479,0.071460055,0.114754098,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,2,6,V19,15,0.107150431,0.041842814,0.171190476,0.068590715,0.099173554,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,2,7,V19,15,0.076158026,0.032391147,0.121848739,0.044287798,0.081967213,Oct27.23,0,D10_49_Dark_15
D10_49,Dark,2|2,2,8,V19,15,0.089263599,0.021295739,0.118487395,0.066449059,0.082644628,Oct27.23,0,D10_49_Dark_15
D10_49,Dark,2|2,2,9,V19,15,0.100990438,0.022264122,0.129752066,0.082587133,0.084033613,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,2,10,V19,15,0.11535635,0.019989458,0.138347107,0.08762915,0.117647059,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,2,11,V19,15,0.125904834,0.0229186,0.148394526,0.094957983,0.132231405,Oct27.23,1,D10_49_Dark_15
D10_49,Dark,2|2,2,12,V19,15,0.108292863,0.017870626,0.123529412,0.082377049,0.115702479,Oct27.23,1,D10_49_Dark_15
D10_49,White,2|2,1,1,V20,16,0.290064821,0.099938102,0.43741232,0.186436558,0.268907563,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,1,2,V20,16,0.190865279,0.087126121,0.310218518,0.089608454,0.193277311,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,1,3,V20,16,0.400858181,0.134529482,0.57107438,0.243398847,0.383333333,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,1,4,V20,16,0.184767092,0.225429118,0.434807973,0,0.016806723,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,1,5,V20,16,0.182263766,0.145213853,0.361610644,0.007438017,0.223140496,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,2,6,V20,16,0.380200681,0.187172891,0.600192864,0.112862004,0.411764706,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,2,7,V20,16,0.309629656,0.087897215,0.391470588,0.180991736,0.31092437,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,2,8,V20,16,0.288195048,0.085416956,0.387352941,0.167433531,0.285714286,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,2,9,V20,16,0.199976289,0.08721873,0.33412737,0.121697203,0.183333333,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,2,10,V20,16,0.17174054,0.090282678,0.305042017,0.093636364,0.157024793,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,2,11,V20,16,0.160441632,0.099691776,0.290422946,0.030252101,0.165289256,Oct27.23,1,D10_49_White_16
D10_49,White,2|2,2,12,V20,16,0.129819821,0.110264903,0.282170868,0.004958678,0.132231405,Oct27.23,1,D10_49_White_16
D10_49,Blue,2|2,1,1,V20,17,0.176107197,0.093724185,0.268235294,0.056684492,0.213114754,Oct27.23,1,D10_49_Blue_17
D10_49,Blue,2|2,1,2,V20,17,0.176311776,0.099107076,0.292271663,0.052355372,0.152542373,Oct27.23,1,D10_49_Blue_17
D10_49,Blue,2|2,1,3,V20,17,0.268590677,0.136597854,0.419022154,0.07463838,0.314049587,Oct27.23,1,D10_49_Blue_17
D10_49,Blue,2|2,1,4,V20,17,0.284850597,0.072780535,0.3860588,0.201680672,0.283333333,Oct27.23,1,D10_49_Blue_17
D10_49,Blue,2|2,1,5,V20,17,0.181892757,0.156254546,0.368235294,0,0.218487395,Oct27.23,1,D10_49_Blue_17
D10_49,Blue,2|2,2,6,V20,17,0.175983907,0.082852028,0.276942149,0.065766635,0.18487395,Oct27.23,1,D10_49_Blue_17
D10_49,Blue,2|2,2,7,V20,17,0.203522121,0.076720587,0.304146577,0.105440771,0.210084034,Oct27.23,1,D10_49_Blue_17
