slurmID,Sample,Species,Continent,bam,fast.name,fast.wildcard,Origin,for.fasta,rev.fasta
416,SRR7592141,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
417,SRR7592142,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
418,SRR7592143,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
419,SRR7592144,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
420,SRR7592145,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
421,SRR7592146,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
422,SRR7592147,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
423,SRR7592148,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
424,SRR7592149,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
425,SRR7592150,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
426,SRR7592151,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
427,SRR7592152,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
428,SRR7592153,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
429,SRR7592154,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
430,SRR7592155,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
431,SRR7592156,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
432,SRR7592157,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
433,SRR7592158,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
434,SRR7592159,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
435,SRR7592391,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
436,SRR7592392,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
437,SRR7592393,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
438,SRR7592394,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
439,SRR7592395,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
440,SRR7592396,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
441,SRR7592397,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
442,SRR7592398,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
443,SRR7592399,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
444,SRR7592400,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
445,SRR7592401,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
446,SRR7592402,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
447,SRR8401726,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
448,SRR7592404,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
449,SRR7592405,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
450,SRR8401670,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
451,SRR7592407,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
452,SRR7592408,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
453,SRR7592409,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
454,SRR7592410,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
455,SRR7592411,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
456,SRR8401724,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
457,SRR7592413,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
458,SRR7592414,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
459,SRR7592415,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
460,SRR7592416,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
461,SRR7592417,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
462,SRR7592418,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
463,SRR8401636,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
464,SRR7592420,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
465,SRR7592480,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
466,SRR7592422,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
467,SRR7592423,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
468,SRR7592424,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
469,SRR7592425,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
470,SRR7592426,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
471,SRR7592427,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
472,SRR7592428,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
473,SRR7592429,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
474,SRR7592430,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
475,SRR7592431,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
476,SRR7592432,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
477,SRR8401719,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
478,SRR7592434,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
479,SRR7592435,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
480,SRR7592436,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
481,SRR8401645,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
482,SRR7592438,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
483,SRR7592439,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
484,SRR7592440,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
485,SRR7592441,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
486,SRR7592442,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
487,SRR7592443,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
488,SRR7592445,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
489,SRR7592446,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
490,SRR7592447,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
491,SRR7592448,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
492,SRR8401644,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
493,SRR8401773,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
494,SRR7592451,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
495,SRR7592452,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
496,SRR7592453,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
497,SRR7592454,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
498,SRR7592456,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
499,SRR7592457,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
500,SRR7592458,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
501,SRR7592459,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
502,SRR7592460,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
503,SRR7592461,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
504,SRR7592462,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
505,SRR7592463,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
506,SRR8401772,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
507,SRR7592465,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
508,SRR7592466,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
509,SRR7592467,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
510,SRR7592468,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
511,SRR8401775,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
512,SRR7592470,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
513,SRR7592471,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
514,SRR8401671,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
515,SRR7592473,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
516,SRR7592474,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
517,SRR7592475,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
518,SRR8401672,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
519,SRR7592477,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
520,SRR7592478,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
521,SRR7592481,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
522,SRR7592482,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
523,SRR7592483,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
524,SRR7592484,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
525,SRR7592485,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
526,SRR7592486,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
527,SRR7592649,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
528,SRR7592650,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
529,SRR7592651,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
530,SRR7592652,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
531,SRR7592653,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
532,SRR7592654,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
533,SRR7592655,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
534,SRR7592656,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
535,SRR7592657,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
536,SRR7592658,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
537,SRR7592659,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
538,SRR7592660,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
539,SRR7592661,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
540,SRR7592662,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
541,SRR7592663,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
542,SRR7592664,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
543,SRR7592665,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
544,SRR7592666,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
545,SRR7592667,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
546,SRR7592668,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
547,SRR7592669,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
548,SRR7592670,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
549,SRR7592671,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
550,SRR7592672,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
551,SRR7592673,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
552,SRR7592674,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
553,SRR7592675,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
554,SRR7592676,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
555,SRR7592677,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
556,SRR7592678,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
557,SRR7592679,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
558,SRR7592680,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
559,SRR7592681,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
560,SRR7592682,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
561,SRR7592683,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
562,SRR7592684,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
563,SRR7592685,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
564,SRR7592686,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
565,SRR7592687,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
566,SRR7592688,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
567,SRR7592689,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
568,SRR7592691,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
569,SRR7592692,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
570,SRR7592693,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
571,SRR7592694,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
572,SRR7592695,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
573,SRR7592696,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
574,SRR7592697,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
575,SRR7592698,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
576,SRR7592699,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
577,SRR7592700,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
578,SRR7592701,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
579,SRR7592702,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
580,SRR7592703,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
581,SRR7592704,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
582,SRR7592705,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
583,SRR7592706,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
584,SRR7592707,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
585,SRR7592708,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
586,SRR7592709,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
587,SRR7592710,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
588,SRR7592730,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
589,SRR7592731,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
590,SRR7592732,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
591,SRR7592733,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
592,SRR7592734,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
593,SRR7592735,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
594,SRR7592736,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
595,SRR7592737,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
596,SRR7592738,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
597,SRR7592739,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
598,SRR7592740,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
599,SRR7592742,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
600,SRR7592743,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
601,SRR7592744,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
602,SRR8401693,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
603,SRR7592746,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
604,SRR7592747,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
605,SRR7592748,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
606,SRR7592749,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
607,SRR7592750,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
608,SRR7592751,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
