slurmID,Sample,Species,Continent,bam,fast.name,fast.wildcard,Origin,for.fasta,rev.fasta
267,March20_2018_D8_44,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_206-index_8nt_N5_111_SL378864_March20_2018_D8_44,index_8nt_N7_206-index_8nt_N5_111_SL378864,Europe,NA,NA
268,March20_2018_D8_45,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_677-index_8nt_N5_6_SL378920_March20_2018_D8_45,index_8nt_N7_677-index_8nt_N5_6_SL378920,Europe,NA,NA
269,March20_2018_D8_5,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_560-index_8nt_N5_15_SL378915_March20_2018_D8_5,index_8nt_N7_560-index_8nt_N5_15_SL378915,Europe,NA,NA
270,March20_2018_D8_7,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_396-index_8nt_N5_111_SL378882_March20_2018_D8_7,index_8nt_N7_396-index_8nt_N5_111_SL378882,Europe,NA,NA
271,March20_2018_D8_8,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_683-index_8nt_N5_11_SL378930_March20_2018_D8_8,index_8nt_N7_683-index_8nt_N5_11_SL378930,Europe,NA,NA
272,March20_2018_DBunk_1,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_1-index_8nt_N5_6_SL379023_March20_2018_DBunk_1,index_8nt_N7_1-index_8nt_N5_6_SL379023,Europe,NA,NA
273,March20_2018_DBunk_25,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_1-index_8nt_N5_111_SL378838_March20_2018_DBunk_25,index_8nt_N7_1-index_8nt_N5_111_SL378838,Europe,NA,NA
274,March20_2018_DBunk_27,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_14-index_8nt_N5_111_SL378855_March20_2018_DBunk_27,index_8nt_N7_14-index_8nt_N5_111_SL378855,Europe,NA,NA
275,March20_2018_DBunk_3,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_14-index_8nt_N5_6_SL378850_March20_2018_DBunk_3,index_8nt_N7_14-index_8nt_N5_6_SL378850,Europe,NA,NA
276,March20_2018_DBunk_11,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_14-index_8nt_N5_13_SL378852_March20_2018_DBunk_11,index_8nt_N7_14-index_8nt_N5_13_SL378852,Europe,NA,NA
277,March20_2018_DBunk_35,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_396-index_8nt_N5_15_SL378880_March20_2018_DBunk_35,index_8nt_N7_396-index_8nt_N5_15_SL378880,Europe,NA,NA
278,March20_2018_DBunk_5,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_560-index_8nt_N5_26_SL378916_March20_2018_DBunk_5,index_8nt_N7_560-index_8nt_N5_26_SL378916,Europe,NA,NA
279,March20_2018_DBunk_6,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_299-index_8nt_N5_111_SL378873_March20_2018_DBunk_6,index_8nt_N7_299-index_8nt_N5_111_SL378873,Europe,NA,NA
280,March_2018_D8_18030,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,NA,NA,Europe,NA,NA
281,March_2018_DCat_18004,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,NA,NA,Europe,NA,NA
282,May_2017_D8_521,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_464_SL282944_May_2017_D8_521,5008-AB_index_8nt_464_SL282944,Europe,NA,NA
283,May_2017_D8_532,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_389_SL282934_May_2017_D8_532,5008-AB_index_8nt_389_SL282934,Europe,NA,NA
284,May_2017_D8_538,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_294_SL282923_May_2017_D8_538,5008-AB_index_8nt_294_SL282923,Europe,NA,NA
285,May_2017_D8_538,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_560-index_8nt_N5_239_SL324193_May_2017_D8_538,index_8nt_N7_560-index_8nt_N5_239_SL324193,Europe,NA,NA
286,May_2017_D8_544,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_473_SL282945_May_2017_D8_544,5008-AB_index_8nt_473_SL282945,Europe,NA,NA
287,May_2017_D8_544,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_677-index_8nt_N5_184_SL324180_May_2017_D8_544,index_8nt_N7_677-index_8nt_N5_184_SL324180,Europe,NA,NA
288,May_2017_D8_731,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_389-index_8nt_N5_509_SL324291_May_2017_D8_731,index_8nt_N7_389-index_8nt_N5_509_SL324291,Europe,NA,NA
289,April_2017_D8_130,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_68_SL282906_April_2017_D8_130,5008-AB_index_8nt_68_SL282906,Europe,NA,NA
290,May_2017_D8_770SM,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_14-index_8nt_N5_438_SL324211_May_2017_D8_770SM,index_8nt_N7_14-index_8nt_N5_438_SL324211,Europe,NA,NA
291,Lab_2019_D8_222Male,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_683-index_8nt_N5_6_SL378929_Lab_2019_D8_222Male,index_8nt_N7_683-index_8nt_N5_6_SL378929,Europe,NA,NA
292,May_2017_DBunk_509,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_1-index_8nt_N5_436_SL324196_May_2017_DBunk_509,index_8nt_N7_1-index_8nt_N5_436_SL324196,Europe,NA,NA
293,May_2017_DBunk_514,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_711-index_8nt_N5_436_SL324342_May_2017_DBunk_514,index_8nt_N7_711-index_8nt_N5_436_SL324342,Europe,NA,NA
294,May_2017_DBunk_515,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_389-index_8nt_N5_685_SL324292_May_2017_DBunk_515,index_8nt_N7_389-index_8nt_N5_685_SL324292,Europe,NA,NA
295,May_2017_DBunk_523,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_215-index_8nt_N5_436_SL324263_May_2017_DBunk_523,index_8nt_N7_215-index_8nt_N5_436_SL324263,Europe,NA,NA
296,May_2017_DBunk_525,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_484-index_8nt_N5_184_SL324304_May_2017_DBunk_525,index_8nt_N7_484-index_8nt_N5_184_SL324304,Europe,NA,NA
297,May_2017_DBunk_547,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_587-index_8nt_N5_509_SL324318_May_2017_DBunk_547,index_8nt_N7_587-index_8nt_N5_509_SL324318,Europe,NA,NA
298,May_2017_DBunk_554,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_711-index_8nt_N5_700_SL324346_May_2017_DBunk_554,index_8nt_N7_711-index_8nt_N5_700_SL324346,Europe,NA,NA
299,May_2017_DBunk_557,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_687-index_8nt_N5_700_SL324337_May_2017_DBunk_557,index_8nt_N7_687-index_8nt_N5_700_SL324337,Europe,NA,NA
300,May_2017_DBunk_558,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_527-index_8nt_N5_509_SL324231_May_2017_DBunk_558,index_8nt_N7_527-index_8nt_N5_509_SL324231,Europe,NA,NA
301,May_2017_DBunk_579,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_687-index_8nt_N5_438_SL324334_May_2017_DBunk_579,index_8nt_N7_687-index_8nt_N5_438_SL324334,Europe,NA,NA
302,May_2017_DBunk_589,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_587-index_8nt_N5_71_SL324312_May_2017_DBunk_589,index_8nt_N7_587-index_8nt_N5_71_SL324312,Europe,NA,NA
303,May_2017_DBunk_590,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_587-index_8nt_N5_239_SL324314_May_2017_DBunk_590,index_8nt_N7_587-index_8nt_N5_239_SL324314,Europe,NA,NA
304,May_2017_DBunk_591,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_711-index_8nt_N5_438_SL324343_May_2017_DBunk_591,index_8nt_N7_711-index_8nt_N5_438_SL324343,Europe,NA,NA
305,April_2017_D8_134,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_379_SL263062_April_2017_D8_134,index_8nt_379_SL263062,Europe,NA,NA
306,April_2017_D8_137,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_72_SL282907_April_2017_D8_137,5008-AB_index_8nt_72_SL282907,Europe,NA,NA
307,April_2017_D8_147,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_337_SL282930_April_2017_D8_147,5008-AB_index_8nt_337_SL282930,Europe,NA,NA
308,April_2017_D8_157,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_403_SL282936_April_2017_D8_157,5008-AB_index_8nt_403_SL282936,Europe,NA,NA
309,April_2017_D8_179,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_10_SL282903_April_2017_D8_179,5008-AB_index_8nt_10_SL282903,Europe,NA,NA
310,April17_2018_D8_Male1,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_10-index_8nt_N5_438_SL406290_April17_2018_D8_Male1,index_8nt_N7_10-index_8nt_N5_438_SL406290,Europe,NA,NA
311,April_2017_D8_18,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_128_SL282911_April_2017_D8_18,5008-AB_index_8nt_128_SL282911,Europe,NA,NA
312,April_2017_D8_210,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_327_SL282928_April_2017_D8_210,5008-AB_index_8nt_327_SL282928,Europe,NA,NA
313,April_2017_D8_214,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_256_SL263050_April_2017_D8_214,index_8nt_256_SL263050,Europe,NA,NA
314,April_2017_D8_223,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_396_SL282935_April_2017_D8_223,5008-AB_index_8nt_396_SL282935,Europe,NA,NA
315,April_2017_D8_230,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_682_SL282977_April_2017_D8_230,5008-AB_index_8nt_682_SL282977,Europe,NA,NA
316,April_2017_D8_239,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_683_SL282978_April_2017_D8_239,5008-AB_index_8nt_683_SL282978,Europe,NA,NA
317,April_2017_D8_249,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_576_SL282962_April_2017_D8_249,5008-AB_index_8nt_576_SL282962,Europe,NA,NA
318,April_2017_D8_256,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_692_SL282983_April_2017_D8_256,5008-AB_index_8nt_692_SL282983,Europe,NA,NA
319,April_2017_D8_304,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_554_SL282958_April_2017_D8_304,5008-AB_index_8nt_554_SL282958,Europe,NA,NA
320,April_2017_D8_305,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_705_SL282986_April_2017_D8_305,5008-AB_index_8nt_705_SL282986,Europe,NA,NA
321,April_2017_D8_32,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_123_SL282910_April_2017_D8_32,5008-AB_index_8nt_123_SL282910,Europe,NA,NA
322,April17_2018_D8_Male4,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,index_8nt_N7_215-index_8nt_N5_509_SL406300_April17_2018_D8_Male4,index_8nt_N7_215-index_8nt_N5_509_SL406300,Europe,NA,NA
323,April_2017_D8_338,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_701_SL282984_April_2017_D8_338,5008-AB_index_8nt_701_SL282984,Europe,NA,NA
324,April_2017_D8_355,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_236_SL282918_April_2017_D8_355,5008-AB_index_8nt_236_SL282918,Europe,NA,NA
325,April_2017_D8_359,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_325_SL282927_April_2017_D8_359,5008-AB_index_8nt_325_SL282927,Europe,NA,NA
326,April_2017_D8_360,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_328_SL282929_April_2017_D8_360,5008-AB_index_8nt_328_SL282929,Europe,NA,NA
327,April_2017_D8_373,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/Euro_bams,5008-AB_index_8nt_285_SL282922_April_2017_D8_373,5008-AB_index_8nt_285_SL282922,Europe,NA,NA
328,SRR2968969,Daphnia pulex,Europe,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
329,SRR10160680,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
330,SRR10160683,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
331,SRR2148378,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
332,SRR2148383,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
333,SRR7516536,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
334,SRR7516538,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
335,SRR7516563,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
336,SRR7516566,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
337,SRR7516826,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
338,SRR7518396,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
339,SRR7518398,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
340,SRR7519639,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
341,SRR7521589,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
342,SRR7592064,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
343,SRR7592065,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
344,SRR7592066,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
345,SRR7592067,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
346,SRR7592068,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
347,SRR7592069,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
348,SRR7592070,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
349,SRR7592071,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
350,SRR7592072,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
351,SRR7592073,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
352,SRR7592074,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
353,SRR7592075,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
354,SRR7592076,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
355,SRR7592077,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
356,SRR7592079,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
357,SRR7592081,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
358,SRR7592082,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
359,SRR7592083,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
360,SRR7592084,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
361,SRR7592085,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
362,SRR7592086,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
363,SRR7592087,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
364,SRR7592088,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
365,SRR7592089,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
366,SRR7592090,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
367,SRR7592091,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
368,SRR7592092,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
369,SRR7592093,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
370,SRR7592094,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
371,SRR7592095,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
372,SRR7592096,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
373,SRR7592097,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
374,SRR7592098,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
375,SRR7592099,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
376,SRR7592100,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
377,SRR7592101,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
378,SRR7592102,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
379,SRR7592103,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
380,SRR7592104,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
381,SRR7592105,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
382,SRR7592106,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
383,SRR7592107,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
384,SRR7592108,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
385,SRR7592109,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
386,SRR7592110,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
387,SRR7592111,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
388,SRR7592112,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
389,SRR7592113,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
390,SRR7592114,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
391,SRR7592115,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
392,SRR7592116,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
393,SRR7592117,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
394,SRR7592118,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
395,SRR7592119,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
396,SRR7592120,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
397,SRR7592121,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
398,SRR7592122,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
399,SRR7592123,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
400,SRR7592124,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
401,SRR7592125,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
402,SRR7592126,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
403,SRR7592127,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
404,SRR7592128,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
405,SRR7592129,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
406,SRR7592130,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
407,SRR7592131,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
408,SRR7592132,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
409,SRR7592133,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
410,SRR7592134,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
411,SRR7592135,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
412,SRR7592137,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
413,SRR7592138,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
414,SRR7592139,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
415,SRR7592140,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
