ID,BioProject,BioSample,Run,Organism,lat,lon,counts
333,PRJNA247438,SAMN02839667,SRR1370014,Daphnia pulex,NA,NA,367
334,PRJNA247438,SAMN02839669,SRR1370015,Daphnia pulex,NA,NA,367
335,PRJNA247438,SAMN02839671,SRR1370016,Daphnia pulex,NA,NA,367
336,PRJNA247438,SAMN02839673,SRR1370017,Daphnia pulex,NA,NA,367
337,PRJNA247438,SAMN02839645,SRR1370018,Daphnia pulex,NA,NA,367
338,PRJNA247438,SAMN02839647,SRR1370019,Daphnia pulex,NA,NA,367
339,PRJNA247438,SAMN02839649,SRR1370020,Daphnia pulex,NA,NA,367
340,PRJNA247438,SAMN02839651,SRR1370021,Daphnia pulex,NA,NA,367
341,PRJNA247438,SAMN02839653,SRR1370022,Daphnia pulex,NA,NA,367
342,PRJNA247438,SAMN02839675,SRR1370023,Daphnia pulex,NA,NA,367
343,PRJNA247438,SAMN02839677,SRR1370024,Daphnia pulex,NA,NA,367
344,PRJNA247438,SAMN02839679,SRR1370025,Daphnia pulex,NA,NA,367
345,PRJNA247438,SAMN02839681,SRR1370026,Daphnia pulex,NA,NA,367
346,PRJNA247438,SAMN02839683,SRR1370027,Daphnia pulex,NA,NA,367
347,PRJNA247438,SAMN02839655,SRR1370028,Daphnia pulex,NA,NA,367
348,PRJNA247438,SAMN02839657,SRR1370029,Daphnia pulex,NA,NA,367
349,PRJNA247438,SAMN02839659,SRR1370030,Daphnia pulex,NA,NA,367
350,PRJNA247438,SAMN02839661,SRR1370031,Daphnia pulex,NA,NA,367
351,PRJNA247438,SAMN02839663,SRR1370032,Daphnia pulex,NA,NA,367
352,PRJNA247438,SAMN02839685,SRR1370033,Daphnia pulex,NA,NA,367
353,PRJNA247438,SAMN02839687,SRR1370034,Daphnia pulex,NA,NA,367
354,PRJNA247438,SAMN02839689,SRR1370035,Daphnia pulex,NA,NA,367
355,PRJNA247438,SAMN02839691,SRR1370036,Daphnia pulex,NA,NA,367
356,PRJNA247438,SAMN02839693,SRR1370037,Daphnia pulex,NA,NA,367
357,PRJNA247438,SAMN02839635,SRR1370038,Daphnia pulex,NA,NA,367
358,PRJNA247438,SAMN02839637,SRR1370039,Daphnia pulex,NA,NA,367
359,PRJNA247438,SAMN02839639,SRR1370040,Daphnia pulex,NA,NA,367
360,PRJNA247438,SAMN02839641,SRR1370041,Daphnia pulex,NA,NA,367
361,PRJNA247438,SAMN02839643,SRR1370042,Daphnia pulex,NA,NA,367
362,PRJNA247438,SAMN02839629,SRR1370043,Daphnia pulex,NA,NA,367
363,PRJNA247438,SAMN02839631,SRR1370044,Daphnia pulex,NA,NA,367
364,PRJNA247438,SAMN02839633,SRR1370045,Daphnia pulex,NA,NA,367
365,PRJNA247438,SAMN02839623,SRR1370046,Daphnia pulex,NA,NA,367
366,PRJNA247438,SAMN02839625,SRR1370047,Daphnia pulex,NA,NA,367
367,PRJNA247438,SAMN02839627,SRR1370048,Daphnia pulex,NA,NA,367
368,PRJNA247438,SAMN02839665,SRR1370049,Daphnia pulex,NA,NA,367
369,PRJNA247438,SAMN02839667,SRR1370050,Daphnia pulex,NA,NA,367
370,PRJNA247438,SAMN02839669,SRR1370051,Daphnia pulex,NA,NA,367
371,PRJNA247438,SAMN02839671,SRR1370052,Daphnia pulex,NA,NA,367
372,PRJNA247438,SAMN02839673,SRR1370053,Daphnia pulex,NA,NA,367
373,PRJNA247438,SAMN02839645,SRR1370054,Daphnia pulex,NA,NA,367
374,PRJNA247438,SAMN02839647,SRR1370055,Daphnia pulex,NA,NA,367
375,PRJNA247438,SAMN02839649,SRR1370056,Daphnia pulex,NA,NA,367
376,PRJNA247438,SAMN02839651,SRR1370057,Daphnia pulex,NA,NA,367
377,PRJNA247438,SAMN02839653,SRR1370058,Daphnia pulex,NA,NA,367
378,PRJNA247438,SAMN02839675,SRR1370059,Daphnia pulex,NA,NA,367
379,PRJNA247438,SAMN02839677,SRR1370060,Daphnia pulex,NA,NA,367
380,PRJNA247438,SAMN02839679,SRR1370061,Daphnia pulex,NA,NA,367
381,PRJNA247438,SAMN02839681,SRR1370062,Daphnia pulex,NA,NA,367
382,PRJNA247438,SAMN02839683,SRR1370063,Daphnia pulex,NA,NA,367
383,PRJNA247438,SAMN02839655,SRR1370064,Daphnia pulex,NA,NA,367
384,PRJNA247438,SAMN02839657,SRR1370065,Daphnia pulex,NA,NA,367
385,PRJNA247438,SAMN02839659,SRR1370066,Daphnia pulex,NA,NA,367
386,PRJNA247438,SAMN02839661,SRR1370067,Daphnia pulex,NA,NA,367
387,PRJNA247438,SAMN02839663,SRR1370068,Daphnia pulex,NA,NA,367
388,PRJNA247438,SAMN02839685,SRR1370069,Daphnia pulex,NA,NA,367
389,PRJNA247438,SAMN02839687,SRR1370070,Daphnia pulex,NA,NA,367
390,PRJNA247438,SAMN02839689,SRR1370071,Daphnia pulex,NA,NA,367
391,PRJNA247438,SAMN02839691,SRR1370072,Daphnia pulex,NA,NA,367
392,PRJNA247438,SAMN02839693,SRR1370073,Daphnia pulex,NA,NA,367
393,PRJNA247438,SAMN02839635,SRR1370074,Daphnia pulex,NA,NA,367
394,PRJNA247438,SAMN02839637,SRR1370075,Daphnia pulex,NA,NA,367
395,PRJNA247438,SAMN02839639,SRR1370076,Daphnia pulex,NA,NA,367
396,PRJNA247438,SAMN02839641,SRR1370077,Daphnia pulex,NA,NA,367
397,PRJNA247438,SAMN02839643,SRR1370078,Daphnia pulex,NA,NA,367
398,PRJNA247438,SAMN02839629,SRR1370079,Daphnia pulex,NA,NA,367
399,PRJNA247438,SAMN02839631,SRR1370080,Daphnia pulex,NA,NA,367
400,PRJNA247438,SAMN02839633,SRR1370081,Daphnia pulex,NA,NA,367
401,PRJNA247438,SAMN02839623,SRR1370082,Daphnia pulex,NA,NA,367
402,PRJNA247438,SAMN02839625,SRR1370083,Daphnia pulex,NA,NA,367
403,PRJNA247438,SAMN02839627,SRR1370084,Daphnia pulex,NA,NA,367
404,PRJNA292080,SAMN03964735,SRR2148374,Daphnia pulex,NA,NA,35
405,PRJNA292080,SAMN03964736,SRR2148375,Daphnia pulex,NA,NA,35
406,PRJNA292080,SAMN03964737,SRR2148376,Daphnia pulex,NA,NA,35
407,PRJNA292080,SAMN03964738,SRR2148377,Daphnia pulex,NA,NA,35
408,PRJNA292080,SAMN03964739,SRR2148378,Daphnia pulex,NA,NA,35
409,PRJNA292080,SAMN03964740,SRR2148379,Daphnia pulex,NA,NA,35
410,PRJNA292080,SAMN03964741,SRR2148380,Daphnia pulex,NA,NA,35
411,PRJNA292080,SAMN03964742,SRR2148381,Daphnia pulex,NA,NA,35
412,PRJNA292080,SAMN03964743,SRR2148382,Daphnia pulex,NA,NA,35
413,PRJNA292080,SAMN03964744,SRR2148383,Daphnia pulex,NA,NA,35
414,PRJNA292080,SAMN03964745,SRR2148384,Daphnia pulex,NA,NA,35
415,PRJNA292080,SAMN03964746,SRR2148385,Daphnia pulex,NA,NA,35
416,PRJNA292080,SAMN03964747,SRR2148386,Daphnia pulex,NA,NA,35
417,PRJNA292080,SAMN03964748,SRR2148387,Daphnia pulex,NA,NA,35
418,PRJNA292080,SAMN03964749,SRR2148388,Daphnia pulex,NA,NA,35
419,PRJNA292080,SAMN03964750,SRR2148389,Daphnia pulex,NA,NA,35
420,PRJNA292080,SAMN03964751,SRR2148390,Daphnia pulex,NA,NA,35
421,PRJNA292080,SAMN03964752,SRR2148391,Daphnia pulex,NA,NA,35
422,PRJNA292080,SAMN03964753,SRR2148392,Daphnia pulex,NA,NA,35
423,PRJNA292080,SAMN03964754,SRR2148393,Daphnia pulex,NA,NA,35
424,PRJNA292080,SAMN03964755,SRR2148394,Daphnia pulex,NA,NA,35
425,PRJNA292080,SAMN03964756,SRR2148395,Daphnia pulicaria,NA,NA,35
426,PRJNA292080,SAMN03964757,SRR2148396,Daphnia pulicaria,NA,NA,35
427,PRJNA292080,SAMN03964758,SRR2148397,Daphnia pulicaria,NA,NA,35
428,PRJNA292080,SAMN03964759,SRR2148398,Daphnia pulicaria,NA,NA,35
429,PRJNA292080,SAMN03964760,SRR2148399,Daphnia pulicaria,NA,NA,35
430,PRJNA292080,SAMN03964761,SRR2148400,Daphnia pulicaria,NA,NA,35
431,PRJNA292080,SAMN03964762,SRR2148401,Daphnia pulicaria,NA,NA,35
432,PRJNA292080,SAMN03964763,SRR2148402,Daphnia pulicaria,NA,NA,35
433,PRJNA292080,SAMN03964764,SRR2148403,Daphnia pulicaria,NA,NA,35
434,PRJNA292080,SAMN03964765,SRR2148404,Daphnia pulicaria,NA,NA,35
435,PRJNA292080,SAMN03964766,SRR2148405,Daphnia pulicaria,NA,NA,35
436,PRJNA292080,SAMN03964767,SRR2148406,Daphnia pulicaria,NA,NA,35
437,PRJNA292080,SAMN03964768,SRR2148407,Daphnia pulicaria,NA,NA,35
438,PRJNA292080,SAMN03964769,SRR2148408,Daphnia pulicaria,NA,NA,35
439,PRJNA302704,SAMN04277921,SRR2968969,Daphnia pulex,NA,NA,1
440,PRJNA307976,SAMN04385829,SRR3090008,Daphnia pulex,40.2013,-87.3294,8
441,PRJNA307976,SAMN04385829,SRR3090572,Daphnia pulex,40.2013,-87.3294,8
442,PRJNA307976,SAMN04385829,SRR3090573,Daphnia pulex,40.2013,-87.3294,8
443,PRJNA307976,SAMN04385829,SRR3090581,Daphnia pulex,40.2013,-87.3294,8
444,PRJNA307976,SAMN04385829,SRR3090688,Daphnia pulex,40.2013,-87.3294,8
445,PRJNA307976,SAMN04385829,SRR3090699,Daphnia pulex,40.2013,-87.3294,8
446,PRJNA307976,SAMN04385829,SRR3090700,Daphnia pulex,40.2013,-87.3294,8
447,PRJNA307976,SAMN04385829,SRR3090704,Daphnia pulex,40.2013,-87.3294,8
448,PRJNA341529,SAMN05725816,SRR4204865,Daphnia pulex,42.12,-82.98,58
449,PRJNA341529,SAMN05725816,SRR4204866,Daphnia pulex,42.12,-82.98,58
450,PRJNA341529,SAMN05725816,SRR4204867,Daphnia pulex,42.12,-82.98,58
451,PRJNA341529,SAMN05725816,SRR4204868,Daphnia pulex,42.12,-82.98,58
452,PRJNA341529,SAMN05725816,SRR4204869,Daphnia pulex,42.12,-82.98,58
453,PRJNA341529,SAMN05725816,SRR4204870,Daphnia pulex,42.12,-82.98,58
454,PRJNA341529,SAMN05725816,SRR4204871,Daphnia pulex,42.12,-82.98,58
455,PRJNA341529,SAMN05725816,SRR4204872,Daphnia pulex,42.12,-82.98,58
456,PRJNA341529,SAMN05725816,SRR4204873,Daphnia pulex,42.12,-82.98,58
457,PRJNA341529,SAMN05725816,SRR4204874,Daphnia pulex,42.12,-82.98,58
458,PRJNA341529,SAMN05725816,SRR4204875,Daphnia pulex,42.12,-82.98,58
459,PRJNA341529,SAMN05725816,SRR4204882,Daphnia pulex,42.12,-82.98,58
460,PRJNA341529,SAMN05736870,SRR4204883,Daphnia pulex,42.12,-82.98,58
461,PRJNA341529,SAMN05736870,SRR4204884,Daphnia pulex,42.12,-82.98,58
462,PRJNA341529,SAMN05736870,SRR4204885,Daphnia pulex,42.12,-82.98,58
463,PRJNA341529,SAMN05736870,SRR4204886,Daphnia pulex,42.12,-82.98,58
464,PRJNA341529,SAMN05736870,SRR4204887,Daphnia pulex,42.12,-82.98,58
465,PRJNA341529,SAMN05736870,SRR4204888,Daphnia pulex,42.12,-82.98,58
466,PRJNA341529,SAMN05736870,SRR4204889,Daphnia pulex,42.12,-82.98,58
467,PRJNA341529,SAMN05736870,SRR4204890,Daphnia pulex,42.12,-82.98,58
468,PRJNA341529,SAMN05736870,SRR4204891,Daphnia pulex,42.12,-82.98,58
469,PRJNA341529,SAMN05736870,SRR4204892,Daphnia pulex,42.12,-82.98,58
470,PRJNA341529,SAMN05725816,SRR4204893,Daphnia pulex,42.12,-82.98,58
471,PRJNA341529,SAMN05736870,SRR4204894,Daphnia pulex,42.12,-82.98,58
472,PRJNA341529,SAMN05736870,SRR4204895,Daphnia pulex,42.12,-82.98,58
473,PRJNA341529,SAMN05736870,SRR4204896,Daphnia pulex,42.12,-82.98,58
474,PRJNA341529,SAMN05736870,SRR4204897,Daphnia pulex,42.12,-82.98,58
475,PRJNA341529,SAMN05736870,SRR4204898,Daphnia pulex,42.12,-82.98,58
476,PRJNA341529,SAMN05736870,SRR4204899,Daphnia pulex,42.12,-82.98,58
477,PRJNA341529,SAMN05736870,SRR4204900,Daphnia pulex,42.12,-82.98,58
478,PRJNA341529,SAMN05736870,SRR4204901,Daphnia pulex,42.12,-82.98,58
479,PRJNA341529,SAMN05725816,SRR4204902,Daphnia pulex,42.12,-82.98,58
480,PRJNA341529,SAMN05725816,SRR4204903,Daphnia pulex,42.12,-82.98,58
481,PRJNA341529,SAMN05725816,SRR4204904,Daphnia pulex,42.12,-82.98,58
482,PRJNA341529,SAMN05725816,SRR4204905,Daphnia pulex,42.12,-82.98,58
483,PRJNA341529,SAMN05725816,SRR4204906,Daphnia pulex,42.12,-82.98,58
484,PRJNA341529,SAMN05725816,SRR4204907,Daphnia pulex,42.12,-82.98,58
485,PRJNA341529,SAMN05725816,SRR4204908,Daphnia pulex,42.12,-82.98,58
486,PRJNA341529,SAMN05725816,SRR4204909,Daphnia pulex,42.12,-82.98,58
487,PRJNA341529,SAMN05725816,SRR4204910,Daphnia pulex,42.12,-82.98,58
488,PRJNA341529,SAMN05725816,SRR4204911,Daphnia pulex,42.12,-82.98,58
489,PRJNA341529,SAMN05725816,SRR4204912,Daphnia pulex,42.12,-82.98,58
490,PRJNA341529,SAMN06435846,SRR5282930,Daphnia pulex,42.12,-82.98,58
491,PRJNA341529,SAMN06435846,SRR5282931,Daphnia pulex,42.12,-82.98,58
492,PRJNA341529,SAMN06435846,SRR5282932,Daphnia pulex,42.12,-82.98,58
493,PRJNA341529,SAMN06435846,SRR5282933,Daphnia pulex,42.12,-82.98,58
494,PRJNA341529,SAMN06435846,SRR5282934,Daphnia pulex,42.12,-82.98,58
495,PRJNA341529,SAMN06435846,SRR5282935,Daphnia pulex,42.12,-82.98,58
496,PRJNA341529,SAMN06435846,SRR5282936,Daphnia pulex,42.12,-82.98,58
497,PRJNA341529,SAMN06435846,SRR5282937,Daphnia pulex,42.12,-82.98,58
498,PRJNA341529,SAMN06435846,SRR5282938,Daphnia pulex,42.12,-82.98,58
499,PRJNA341529,SAMN06435845,SRR5282939,Daphnia pulex,42.12,-82.98,58
500,PRJNA341529,SAMN06435845,SRR5282940,Daphnia pulex,42.12,-82.98,58
501,PRJNA341529,SAMN06435845,SRR5282941,Daphnia pulex,42.12,-82.98,58
502,PRJNA341529,SAMN07417200,SRR5875655,Daphnia pulex,42.12,-82.98,58
503,PRJNA341529,SAMN07417200,SRR5875656,Daphnia pulex,42.12,-82.98,58
504,PRJNA341529,SAMN07417200,SRR5875657,Daphnia pulex,42.12,-82.98,58
505,PRJNA341529,SAMN07417200,SRR5875658,Daphnia pulex,42.12,-82.98,58
506,PRJNA351263,SAMN06005639,SRR5004854,Daphnia pulex,40.1224,-87.7366,89
507,PRJNA351263,SAMN06005639,SRR5004855,Daphnia pulex,40.1224,-87.7366,89
508,PRJNA351263,SAMN06005639,SRR5004856,Daphnia pulex,40.1224,-87.7366,89
509,PRJNA351263,SAMN06005639,SRR5004857,Daphnia pulex,40.1224,-87.7366,89
510,PRJNA351263,SAMN06005639,SRR5004858,Daphnia pulex,40.1224,-87.7366,89
511,PRJNA351263,SAMN06005639,SRR5004859,Daphnia pulex,40.1224,-87.7366,89
512,PRJNA351263,SAMN06005639,SRR5004860,Daphnia pulex,40.1224,-87.7366,89
513,PRJNA351263,SAMN06005639,SRR5004861,Daphnia pulex,40.1224,-87.7366,89
514,PRJNA351263,SAMN06005639,SRR5004862,Daphnia pulex,40.1224,-87.7366,89
515,PRJNA351263,SAMN06005639,SRR5004863,Daphnia pulex,40.1224,-87.7366,89
516,PRJNA351263,SAMN06005639,SRR5004864,Daphnia pulex,40.1224,-87.7366,89
517,PRJNA351263,SAMN06005639,SRR5004865,Daphnia pulex,40.1224,-87.7366,89
518,PRJNA351263,SAMN06005639,SRR5004866,Daphnia pulex,40.1224,-87.7366,89
519,PRJNA351263,SAMN06005639,SRR5004867,Daphnia pulex,40.1224,-87.7366,89
520,PRJNA351263,SAMN06005639,SRR5004868,Daphnia pulex,40.1224,-87.7366,89
521,PRJNA351263,SAMN06005639,SRR5004869,Daphnia pulex,40.1224,-87.7366,89
522,PRJNA351263,SAMN06005639,SRR5004870,Daphnia pulex,40.1224,-87.7366,89
523,PRJNA351263,SAMN06005639,SRR5004871,Daphnia pulex,40.1224,-87.7366,89
524,PRJNA351263,SAMN06005639,SRR5004872,Daphnia pulex,40.1224,-87.7366,89
525,PRJNA351263,SAMN06005639,SRR5004873,Daphnia pulex,40.1224,-87.7366,89
526,PRJNA351263,SAMN06005639,SRR5004874,Daphnia pulex,40.1224,-87.7366,89
527,PRJNA351263,SAMN06005639,SRR5004875,Daphnia pulex,40.1224,-87.7366,89
528,PRJNA351263,SAMN06005639,SRR5004876,Daphnia pulex,40.1224,-87.7366,89
529,PRJNA351263,SAMN06005639,SRR5004877,Daphnia pulex,40.1224,-87.7366,89
530,PRJNA351263,SAMN06005639,SRR5004878,Daphnia pulex,40.1224,-87.7366,89
531,PRJNA351263,SAMN06005639,SRR5004879,Daphnia pulex,40.1224,-87.7366,89
532,PRJNA351263,SAMN06005639,SRR5004880,Daphnia pulex,40.1224,-87.7366,89
533,PRJNA351263,SAMN06005639,SRR5004881,Daphnia pulex,40.1224,-87.7366,89
534,PRJNA351263,SAMN06005639,SRR5004882,Daphnia pulex,40.1224,-87.7366,89
535,PRJNA351263,SAMN06005639,SRR5004883,Daphnia pulex,40.1224,-87.7366,89
536,PRJNA351263,SAMN06005639,SRR5004884,Daphnia pulex,40.1224,-87.7366,89
537,PRJNA351263,SAMN06005639,SRR5004885,Daphnia pulex,40.1224,-87.7366,89
538,PRJNA351263,SAMN06005639,SRR5004886,Daphnia pulex,40.1224,-87.7366,89
539,PRJNA351263,SAMN06005639,SRR5004887,Daphnia pulex,40.1224,-87.7366,89
540,PRJNA351263,SAMN06005639,SRR5004888,Daphnia pulex,40.1224,-87.7366,89
541,PRJNA351263,SAMN06005639,SRR5004889,Daphnia pulex,40.1224,-87.7366,89
542,PRJNA351263,SAMN06005639,SRR5004890,Daphnia pulex,40.1224,-87.7366,89
543,PRJNA351263,SAMN06005639,SRR5004892,Daphnia pulex,40.1224,-87.7366,89
544,PRJNA351263,SAMN06005639,SRR5004893,Daphnia pulex,40.1224,-87.7366,89
545,PRJNA351263,SAMN06005639,SRR5004894,Daphnia pulex,40.1224,-87.7366,89
546,PRJNA351263,SAMN06005639,SRR5004895,Daphnia pulex,40.1224,-87.7366,89
547,PRJNA351263,SAMN06005639,SRR5004896,Daphnia pulex,40.1224,-87.7366,89
548,PRJNA351263,SAMN06005639,SRR5004897,Daphnia pulex,40.1224,-87.7366,89
549,PRJNA351263,SAMN06005639,SRR5004898,Daphnia pulex,40.1224,-87.7366,89
550,PRJNA351263,SAMN06005639,SRR5004899,Daphnia pulex,40.1224,-87.7366,89
551,PRJNA351263,SAMN06005639,SRR5004900,Daphnia pulex,40.1224,-87.7366,89
552,PRJNA351263,SAMN06005639,SRR5004901,Daphnia pulex,40.1224,-87.7366,89
553,PRJNA351263,SAMN06005639,SRR5004902,Daphnia pulex,40.1224,-87.7366,89
554,PRJNA351263,SAMN06005639,SRR5004903,Daphnia pulex,40.1224,-87.7366,89
555,PRJNA351263,SAMN06005639,SRR5004904,Daphnia pulex,40.1224,-87.7366,89
556,PRJNA351263,SAMN06005639,SRR5004905,Daphnia pulex,40.1224,-87.7366,89
557,PRJNA351263,SAMN06005639,SRR5004906,Daphnia pulex,40.1224,-87.7366,89
558,PRJNA351263,SAMN06005639,SRR5004907,Daphnia pulex,40.1224,-87.7366,89
559,PRJNA351263,SAMN06005639,SRR5004908,Daphnia pulex,40.1224,-87.7366,89
560,PRJNA351263,SAMN06005639,SRR5004909,Daphnia pulex,40.1224,-87.7366,89
561,PRJNA351263,SAMN06005639,SRR5004910,Daphnia pulex,40.1224,-87.7366,89
562,PRJNA351263,SAMN06005639,SRR5004911,Daphnia pulex,40.1224,-87.7366,89
563,PRJNA351263,SAMN06005639,SRR5004912,Daphnia pulex,40.1224,-87.7366,89
564,PRJNA351263,SAMN06005639,SRR5004913,Daphnia pulex,40.1224,-87.7366,89
565,PRJNA351263,SAMN06005639,SRR5004914,Daphnia pulex,40.1224,-87.7366,89
566,PRJNA351263,SAMN06005639,SRR5004915,Daphnia pulex,40.1224,-87.7366,89
567,PRJNA351263,SAMN06005639,SRR5004916,Daphnia pulex,40.1224,-87.7366,89
568,PRJNA351263,SAMN06005639,SRR5004917,Daphnia pulex,40.1224,-87.7366,89
569,PRJNA351263,SAMN06005639,SRR5004918,Daphnia pulex,40.1224,-87.7366,89
570,PRJNA351263,SAMN06005639,SRR5004919,Daphnia pulex,40.1224,-87.7366,89
571,PRJNA351263,SAMN06005639,SRR5004920,Daphnia pulex,40.1224,-87.7366,89
572,PRJNA351263,SAMN06005639,SRR5004921,Daphnia pulex,40.1224,-87.7366,89
573,PRJNA351263,SAMN06005639,SRR5004922,Daphnia pulex,40.1224,-87.7366,89
574,PRJNA351263,SAMN06005639,SRR5004923,Daphnia pulex,40.1224,-87.7366,89
575,PRJNA351263,SAMN06005639,SRR5004924,Daphnia pulex,40.1224,-87.7366,89
576,PRJNA351263,SAMN06005639,SRR5004925,Daphnia pulex,40.1224,-87.7366,89
577,PRJNA351263,SAMN06005639,SRR5004926,Daphnia pulex,40.1224,-87.7366,89
578,PRJNA351263,SAMN06005639,SRR5004927,Daphnia pulex,40.1224,-87.7366,89
579,PRJNA351263,SAMN06005639,SRR5004928,Daphnia pulex,40.1224,-87.7366,89
580,PRJNA351263,SAMN06005639,SRR5004929,Daphnia pulex,40.1224,-87.7366,89
581,PRJNA351263,SAMN06005639,SRR5004930,Daphnia pulex,40.1224,-87.7366,89
582,PRJNA351263,SAMN06005639,SRR5004931,Daphnia pulex,40.1224,-87.7366,89
583,PRJNA351263,SAMN06005639,SRR5004932,Daphnia pulex,40.1224,-87.7366,89
584,PRJNA351263,SAMN06005639,SRR5004964,Daphnia pulex,40.1224,-87.7366,89
585,PRJNA351263,SAMN06005639,SRR5004965,Daphnia pulex,40.1224,-87.7366,89
586,PRJNA351263,SAMN06005639,SRR5004987,Daphnia pulex,40.1224,-87.7366,89
587,PRJNA351263,SAMN05980085,SRR5012393,Daphnia obtusa,40.1224,-87.7366,89
588,PRJNA351263,SAMN05980085,SRR5012394,Daphnia obtusa,40.1224,-87.7366,89
589,PRJNA351263,SAMN05980085,SRR5012395,Daphnia obtusa,40.1224,-87.7366,89
590,PRJNA351263,SAMN05980085,SRR5012396,Daphnia obtusa,40.1224,-87.7366,89
591,PRJNA351263,SAMN05980085,SRR5012770,Daphnia obtusa,40.1224,-87.7366,89
592,PRJNA351263,SAMN05980085,SRR5012771,Daphnia obtusa,40.1224,-87.7366,89
593,PRJNA351263,SAMN05980085,SRR5012772,Daphnia obtusa,40.1224,-87.7366,89
594,PRJNA351263,SAMN05980085,SRR5012773,Daphnia obtusa,40.1224,-87.7366,89
595,PRJNA355243,SAMN06066755,SRR5098783,Daphnia pulex,NA,NA,11
596,PRJNA355243,SAMN06066755,SRR5098784,Daphnia pulex,NA,NA,11
597,PRJNA355243,SAMN06066755,SRR5098785,Daphnia pulex,NA,NA,11
598,PRJNA355243,SAMN06066755,SRR5098786,Daphnia pulex,NA,NA,11
599,PRJNA355243,SAMN06066755,SRR5098795,Daphnia pulex,NA,NA,11
600,PRJNA355243,SAMN06066755,SRR5098796,Daphnia pulex,NA,NA,11
601,PRJNA355243,SAMN06066755,SRR5098803,Daphnia pulex,NA,NA,11
602,PRJNA355243,SAMN06066755,SRR5098804,Daphnia pulex,NA,NA,11
603,PRJNA355243,SAMN06066755,SRR5099736,Daphnia pulex,NA,NA,11
604,PRJNA355243,SAMN06066755,SRR5099737,Daphnia pulex,NA,NA,11
605,PRJNA355243,SAMN06066755,SRR5103867,Daphnia pulex,NA,NA,11
606,PRJNA482684,SAMN09711184,SRR7609373,Daphnia pulex,42.75,-85.35,861
607,PRJNA482684,SAMN09711184,SRR7609374,Daphnia pulex,42.75,-85.35,861
608,PRJNA482684,SAMN09711184,SRR7609375,Daphnia pulex,42.75,-85.35,861
609,PRJNA482684,SAMN09711184,SRR7609376,Daphnia pulex,42.75,-85.35,861
610,PRJNA482684,SAMN09711184,SRR7609377,Daphnia pulex,42.75,-85.35,861
611,PRJNA482684,SAMN09711184,SRR7609378,Daphnia pulex,42.75,-85.35,861
612,PRJNA482684,SAMN09711184,SRR7609379,Daphnia pulex,42.75,-85.35,861
613,PRJNA482684,SAMN09711184,SRR7609380,Daphnia pulex,42.75,-85.35,861
614,PRJNA482684,SAMN09711184,SRR7609381,Daphnia pulex,42.75,-85.35,861
615,PRJNA482684,SAMN09711184,SRR7609382,Daphnia pulex,42.75,-85.35,861
616,PRJNA482684,SAMN09711184,SRR7609383,Daphnia pulex,42.75,-85.35,861
617,PRJNA482684,SAMN09711184,SRR7609384,Daphnia pulex,42.75,-85.35,861
618,PRJNA482684,SAMN09711184,SRR7609385,Daphnia pulex,42.75,-85.35,861
619,PRJNA482684,SAMN09711184,SRR7609386,Daphnia pulex,42.75,-85.35,861
620,PRJNA482684,SAMN09711184,SRR7609387,Daphnia pulex,42.75,-85.35,861
621,PRJNA482684,SAMN09711184,SRR7609388,Daphnia pulex,42.75,-85.35,861
622,PRJNA482684,SAMN09711184,SRR7609389,Daphnia pulex,42.75,-85.35,861
623,PRJNA482684,SAMN09711184,SRR7609390,Daphnia pulex,42.75,-85.35,861
624,PRJNA482684,SAMN09711184,SRR7609391,Daphnia pulex,42.75,-85.35,861
625,PRJNA482684,SAMN09711184,SRR7609392,Daphnia pulex,42.75,-85.35,861
626,PRJNA482684,SAMN09711184,SRR7609393,Daphnia pulex,42.75,-85.35,861
627,PRJNA482684,SAMN09711184,SRR7609394,Daphnia pulex,42.75,-85.35,861
628,PRJNA482684,SAMN09711184,SRR7609395,Daphnia pulex,42.75,-85.35,861
629,PRJNA482684,SAMN09711184,SRR7609396,Daphnia pulex,42.75,-85.35,861
630,PRJNA482684,SAMN09711184,SRR7609397,Daphnia pulex,42.75,-85.35,861
631,PRJNA482684,SAMN09711184,SRR7609398,Daphnia pulex,42.75,-85.35,861
632,PRJNA482684,SAMN09711184,SRR7609399,Daphnia pulex,42.75,-85.35,861
633,PRJNA482684,SAMN09711184,SRR7609400,Daphnia pulex,42.75,-85.35,861
634,PRJNA482684,SAMN09711184,SRR7609401,Daphnia pulex,42.75,-85.35,861
635,PRJNA482684,SAMN09711184,SRR7609402,Daphnia pulex,42.75,-85.35,861
636,PRJNA482684,SAMN09711184,SRR7609403,Daphnia pulex,42.75,-85.35,861
637,PRJNA482684,SAMN09711184,SRR7609404,Daphnia pulex,42.75,-85.35,861
638,PRJNA482684,SAMN09711184,SRR7609405,Daphnia pulex,42.75,-85.35,861
639,PRJNA482684,SAMN09711184,SRR7609406,Daphnia pulex,42.75,-85.35,861
640,PRJNA482684,SAMN09711184,SRR7609407,Daphnia pulex,42.75,-85.35,861
641,PRJNA482684,SAMN09711184,SRR7609408,Daphnia pulex,42.75,-85.35,861
642,PRJNA482684,SAMN09711184,SRR7609409,Daphnia pulex,42.75,-85.35,861
643,PRJNA482684,SAMN09711184,SRR7609410,Daphnia pulex,42.75,-85.35,861
644,PRJNA482684,SAMN09711184,SRR7609411,Daphnia pulex,42.75,-85.35,861
645,PRJNA482684,SAMN09711184,SRR7609412,Daphnia pulex,42.75,-85.35,861
