vcf	model	NA_pop_est	EU_pop_est	t_est	m_est	theta	file	coeff
filt	split_mig	6.70528703893214	1.09741051059207	9.87925984539998	0.00891672836888533	13366.3646570647	780	4893.95308181924
filt	split_mig	7.78478841035013	1.06638990247006	9.84755787013127	0.00423661349673895	12520.5488241072	791	4584.26655832866
filt	split_mig	6.72688704504944	1.10128692757398	9.89700224598863	0.00886910490781608	13332.4564515917	802	4881.53795093427
filt	split_mig	6.7054829727602	1.09466041555762	9.85645614973814	0.00894070825487523	13382.8579107802	813	4899.99191226575
filt	split_mig	6.73788543929691	1.10562975674099	9.93271372440112	0.00884383137369925	13297.4228312964	824	4868.71076131238
filt	split_mig	6.78056233696705	1.11042048926743	9.9802897724652	0.00907896057552871	13232.7639394849	835	4845.03659178564
filt	split_mig	6.77120678624964	1.10802848800586	9.98864740516473	0.00886165962778744	13235.783694068	846	4846.14224299501
filt	split_mig	6.77042358691247	1.10930276678348	9.97553699943112	0.00890583865112204	13242.7119900756	857	4848.67896531766
filt	split_mig	6.67046731981011	1.106334490463	9.8575836005599	0.00887229766875502	13396.3225482027	868	4904.92184688148
filt	split_mig	6.78570062355704	1.11110513506569	9.9658627496452	0.00885832721706978	13232.3326423046	879	4844.87867688362
filt	split_mig	6.76397608209954	1.1106480869731	9.96713652525511	0.00886947835193468	13250.527203437	890	4851.54042305105
filt	split_mig	6.74498486237725	1.10470238132731	9.94092286476603	0.008895420274365	13288.8026764633	891	4865.5545827707
filt	split_mig	6.77418587704296	1.1091097904956	9.96322746107558	0.00876092572438564	13244.4637687831	902	4849.32036056793
filt	split_mig	6.72505425214721	1.10318918855543	9.96176093676638	0.00894218151138608	13296.6779311075	913	4868.43802398486
filt	split_mig	6.73759285199355	1.1014904335306	9.90806896532865	0.00901567435818628	13319.1082371476	924	4876.650643361
filt	split_mig	6.76275203618785	1.11621557647847	9.98366192598447	0.0088883081649464	13235.7891810102	935	4846.14425198087
filt	split_mig	6.76692302116187	1.11453177255419	9.97375336566531	0.00868354911736061	13236.8516522357	946	4846.53326458541
filt	split_mig	6.72793866343105	1.10280831726043	9.91316384334838	0.00890101148035506	13321.0976576708	957	4877.37904864922
filt	split_mig	6.67830703109384	1.10372768959135	9.86840070596798	0.00890311812769142	13387.2896366411	968	4901.61454182817
filt	split_mig	6.77149509476556	1.10951587955755	9.95956180685495	0.00883156369457333	13249.2657603222	979	4851.0785589932
filt	split_mig	6.75795858588693	1.10434198489028	9.93841148278409	0.00885382514257592	13279.1142828229	990	4862.00727988535
filt	split_mig	6.75859726471063	1.10455653781097	9.94772490920828	0.00884520699508744	13273.0240021944	1001	4859.77738803251
filt	split_mig	6.74328937793209	1.10362920554715	9.93322883379531	0.00888430674016714	13295.6852524285	1002	4868.07456518326
filt	split_mig	6.7094226957236	1.10670208653328	9.9384060208522	0.00898825871264739	13319.1246437564	1013	4876.65665046733
filt	split_mig	6.77042862659376	1.10859035009446	9.96103179173415	0.008701671952718	13248.5978517836	1024	4850.83401134431
filt	split_mig	6.77743388432005	1.10762705319331	9.98534797998106	0.00891280211295463	13233.6435818056	1035	4845.35866351993
filt	split_mig	6.74826784219023	1.1074864086712	9.94446579239506	0.00891043693361394	13280.8009607644	1046	4862.62483917854
filt	split_mig	6.7684766154702	1.1111982804357	9.98019576110261	0.00878809392906651	13237.6873041433	1057	4846.83922969513
filt	split_mig	6.73320757941492	1.10430055255517	9.89615812422245	0.0089536404596791	13325.0041154754	1068	4878.80935686709
filt	split_mig	4.07322791357276	1.07945980616877	7.08354112796731	0.0318942023268088	19129.0917701444	1079	7003.91467858245
filt	split_mig	6.78955553865767	1.1049165917692	9.96326580550665	0.00877210159640947	13236.9892071495	1090	4846.58362886258
filt	split_mig	6.76406189627236	1.10468350434271	9.94164465072153	0.00881542617728991	13271.2039982719	1101	4859.11101284119
filt	split_mig	6.72968330852561	1.10618476634471	9.89942969791725	0.0087333747966878	13320.5642558548	1112	4877.18374921456
filt	split_mig	6.70896288120117	1.09827123326357	9.87463655994322	0.00896981359996847	13365.5096870704	1113	4893.64004359638
filt	split_mig	6.73409254455209	1.10336675403083	9.92442924364005	0.00896305036355988	13309.8268944227	1114	4873.25237786418
filt	split_mig	6.77244130645172	1.10984512237046	9.96499104501551	0.00890236232019817	13246.1053767519	1116	4849.92141796718
filt	split_mig	6.7368212817218	1.10710236295998	9.93416205114659	0.0088006969184116	13295.0339911674	1117	4867.836112759
filt	split_mig	9.55962048423081	0.775343716017605	9.63602460779694	0.0116082430107376	11944.8055735421	1118	4373.46425510474
filt	split_mig	6.71352505884033	1.1004647098556	9.86938655355675	0.00879788690036785	13359.2651509009	1119	4891.35367270829
filt	split_mig	6.73776101018394	1.10270606233149	9.9188901941045	0.00890588948255656	13309.7996557694	1120	4873.24240471933
filt	split_mig	6.77495070218263	1.11333443301409	9.97168234367193	0.00881807503472198	13234.7400413334	1121	4845.76012058194
filt	split_mig	6.68109889803335	1.10043187217471	9.87914637095519	0.00899164266424255	13384.3599574338	1122	4900.54187076514
filt	split_mig	6.77154976146275	1.10290740381929	9.97252250142331	0.0088609499297826	13250.7515237646	1123	4851.62255556701
filt	split_mig	6.74230695747831	1.102770901683	9.92559974382923	0.00890749084880201	13302.1710610347	1124	4870.4492754228
filt	split_mig	6.75637761963138	1.10596075062791	9.95064544017558	0.00888801969310384	13272.1431757506	1125	4859.45488274407
filt	split_mig	6.75071491472853	1.11231746269827	9.98975102894011	0.00893880921105883	13248.1289195907	1126	4850.66231678044
filt	split_mig	6.82034848747246	1.10605865422849	9.97248276588687	0.00891626922215021	13206.9913882514	1127	4835.6002446732
filt	split_mig	6.74669452838574	1.10901284911033	9.95854335588132	0.0089066777617322	13272.3700180247	1128	4859.53793864407
filt	split_mig	5.8957690593114	1.21082980012835	9.57324261767564	0.0237811099764182	14338.1974833119	1129	5249.77939488571
filt	split_mig	6.70457951687434	1.0996369243552	9.88701921627009	0.00896436061703365	13360.4921442029	1130	4891.80292333148
filt	split_mig	6.70091941383579	1.09838667711844	9.87299578537433	0.00893013519505526	13372.5624962111	1131	4896.22235508608
filt	split_mig	6.79195906200546	1.1146864166499	9.9705676831688	0.00881626972003014	13219.4615073353	1132	4840.16604691539
filt	split_mig	6.75069003562094	1.10636702370465	9.93711097553053	0.00893610679119943	13284.6163728112	1133	4864.02181195491
filt	split_mig	6.7746303310864	1.10364434502512	9.98996201476341	0.00898774250982549	13239.5188200819	1134	4847.50981988941
filt	split_mig	6.75547086883486	1.10492555586166	9.94501684511454	0.0088879285877184	13277.3161750558	1135	4861.34892173983
filt	split_mig	6.72975844358152	1.10574880809606	9.9204477730445	0.0088982637131449	13311.7552430106	1136	4873.9584223091
filt	split_mig	6.78889094999461	1.10717536514202	9.98950658160863	0.00888894675853721	13222.0083802252	1137	4841.09855749312
filt	split_mig	5.82416289949591	0.7886160723083	9.98014619172491	0.0183290499502273	14771.1848387491	1138	5408.31313662459
filt	split_mig	6.73688911600603	1.10258405633011	9.92001619139925	0.00890231590505334	13310.0114361411	1139	4873.31994586303
filt	split_mig	6.69656305160012	1.09631783542436	9.86435507654564	0.00884856200758652	13382.5724193521	1140	4899.88738259817
filt	split_mig	6.70141668002003	1.1029919279716	9.91485369001785	0.00888302807606239	13342.1808712468	1141	4885.09844436395
filt	split_mig	6.76335170593883	1.10219276035247	9.93918299864992	0.0088830911984296	13277.2772799552	1142	4861.33468071001
filt	split_mig	6.68766260557725	1.09942582605268	9.85069295411521	0.00896692263673576	13395.6554773572	1143	4904.67760594507
filt	split_mig	6.76755872261492	1.11314776136174	9.93074941172748	0.0089544153738368	13265.7378812783	1144	4857.10965190331
filt	split_mig	6.70589545088968	1.1022446794467	9.88109673075293	0.00906272533004929	13360.8175036099	1145	4891.92205023795
filt	split_mig	6.67655132335881	1.1023116024896	9.84429965794368	0.00873760082666569	13401.7464543808	1146	4906.90775277565
filt	split_mig	6.72850558442603	1.10231855338631	9.88565343026387	0.00890498013719973	13336.6474600548	1147	4883.07244436689
filt	split_mig	6.70724267149255	1.09773574730196	9.86447039982857	0.00893582424658983	13372.8650564603	1148	4896.33313432201
filt	split_mig	6.72851267357784	1.10019401989966	9.83713632772046	0.00891240728346519	13366.6589995978	1149	4894.06085222533
filt	split_mig	6.75164867536927	1.10181585010966	9.93569148550749	0.00880105128891863	13288.3260150454	1150	4865.3800582328
filt	split_mig	6.77135769787343	1.09954508414949	9.96997176205728	0.00892523248619237	13257.4686129052	1151	4854.0819467286
filt	split_mig	6.73684668181517	1.11368295793239	9.94986668821625	0.0088356722197015	13278.5675074734	1152	4861.80708387281
filt	split_mig	6.71140977316211	1.09851247448983	9.86604043756244	0.00911747756585228	13370.1024194727	1153	4895.32162400142
filt	split_mig	6.75348489695785	1.10783192268108	9.92923651827442	0.00882056335403763	13283.1014451562	1154	4863.46713721301
filt	split_mig	6.75066446125825	1.10805403514761	9.97377650279479	0.00887841686809753	13261.4077912924	1155	4855.5242352418
filt	split_mig	6.74041804790478	1.10013968508294	9.94284652719523	0.00898500481746166	13298.642030676	1156	4869.1571582733
filt	split_mig	6.78572802204281	1.11072666522007	9.97108759531679	0.00881310767606442	13229.2432867385	1157	4843.74754201029
filt	split_mig	6.7548932123465	1.10417720376106	9.93354075640556	0.00875087145700296	13283.0890307441	1158	4863.46259180729
filt	split_mig	6.70457100024289	1.10115537485457	9.90733396185397	0.00890639206051737	13346.3615074711	1159	4886.62914011096
filt	split_mig	6.79417848221465	1.11213407672234	9.98266169226523	0.00886518321920457	13214.8530522816	1160	4838.47870982777
filt	split_mig	6.80087592427726	1.11486914313905	9.98969003434429	0.0088040667182773	13201.145092455	1161	4833.4596852867
filt	split_mig	6.78458503602201	1.1073188391678	9.985093629093	0.00885275504349777	13227.313970515	1162	4843.04114327585
filt	split_mig	6.75565444118271	1.10485190957145	9.91793706925367	0.00897119337766399	13293.4911395232	1163	4867.27121394376
filt	split_mig	6.78729842221991	1.10988486905192	9.97741815575652	0.00877430123096788	13224.9291413139	1164	4842.16796328129
filt	split_mig	6.68709536589947	1.09472752028611	9.84251083696432	0.00896851750999315	13406.7773197744	1165	4908.74975094259
filt	split_mig	6.73176873977255	1.11117139671402	9.9444026841205	0.00889350912700562	13289.8705081452	1166	4865.94555804965
filt	split_mig	6.72736865554073	1.10376092399471	9.91651837305367	0.00892866337433368	13318.9162364087	1167	4876.58034432072
filt	split_mig	6.74241505780501	1.10962772514724	9.97415940870923	0.00873092532428377	13263.994603098	1168	4856.47136903121
filt	split_mig	6.75619382005506	1.10761060534372	9.95169285098169	0.00887407541609215	13269.44789047	1169	4858.46803253881
filt	split_mig	6.76730074631824	1.10387003150132	9.95617393282924	0.00886242407770392	13262.1563141494	1170	4855.79829897092
filt	split_mig	6.76194425662606	1.11209316657936	9.95781399784877	0.00885776005987035	13255.3965513894	1171	4853.32328331479
filt	split_mig	6.70251278601773	1.09439868049776	9.8521426678101	0.00894945901564508	13388.2859081394	1172	4901.9793161026
filt	split_mig	6.78576435207528	1.11320555938482	9.97183095394402	0.00884453746754617	13226.1803833081	1173	4842.62609230673
filt	split_mig	6.77441912032299	1.10377875225824	9.97724964822893	0.00888657859658169	13245.0335634062	1174	4849.5289848441
filt	split_mig	6.78055983596811	1.11041734362544	9.97596343896397	0.00869013743807143	13229.4548840399	1175	4843.82501612474
filt	split_mig	6.70604138729686	1.09646463501637	9.87416198531296	0.00903061322228746	13371.456107873	1176	4895.81726269516
filt	split_mig	6.79042996120501	1.11159763645139	9.97770853644942	0.00879297074011038	13220.3051237784	1177	4840.47492815553
filt	split_mig	6.70382524699259	1.09955805917097	9.86289124787673	0.00880054565656821	13372.3684827913	1178	4896.15131912393
filt	split_mig	6.71017780557584	1.10445570746611	9.88760644929727	0.00893773308469184	13348.8952754992	1179	4887.55685248213
filt	split_mig	6.76534256355599	1.1072061618943	9.9658801236633	0.00882876854446637	13253.7751713696	1180	4852.72963216521
filt	split_mig	6.76735382976072	1.10563702975155	9.96177228316644	0.00887368378902867	13256.976046172	1181	4853.90159862772
filt	split_mig	6.74060974374202	1.10298466703588	9.92831983811344	0.00880250248940808	13300.2813706576	1182	4869.75738527298
filt	split_mig	6.78824440922059	1.11222030702647	9.98288198943932	0.00870073799128747	13217.1587652113	1183	4839.32292223614
filt	split_mig	6.77820309606683	1.109013138242	9.98045818127834	0.00885323242068817	13233.0890504337	1184	4845.15562772177
filt	split_mig	6.76358982059866	1.10674024622431	9.96435007116493	0.00886458173934034	13257.1969212773	1185	4853.98246971197
filt	split_mig	6.71506775506841	1.10633797085511	9.91640720621652	0.00891234154720369	13325.9139743535	1186	4879.14249207435
filt	split_mig	6.71694556151248	1.10269630713456	9.89414963874232	0.00890444929662445	13341.2239299964	1187	4884.74807044391
filt	split_mig	6.75876845354098	1.10740367781038	9.96637532910045	0.00887582548648642	13259.4601638109	1188	4854.81113203386
filt	split_mig	6.77959316943643	1.11049982493362	9.96186283508109	0.00880657809568895	13239.6324964099	1189	4847.55144127485
filt	split_mig	6.7642283681719	1.11342459727453	9.97890083288785	0.00879549748400639	13239.2902190053	1190	4847.42612002246
filt	split_mig	6.72053046003219	1.10078957393712	9.90328604992532	0.00891622003338113	13335.6609725183	1191	4882.71125238661
filt	split_mig	6.77125555439093	1.10884138296475	9.97011797416763	0.00896366153390387	13246.423015669	1192	4850.0377180979
filt	split_mig	6.7428706266393	1.1039649657341	9.92887335562654	0.00889282896835472	13298.1597364685	1193	4868.98057134903
filt	split_mig	6.75221737069243	1.10856979047936	9.95613937643323	0.00887802888211838	13269.1887327937	1194	4858.373144696
filt	split_mig	6.76577363761872	1.10860390224807	9.96972642020031	0.00887708125412338	13250.2567012716	1195	4851.44138154349
filt	split_mig	6.75509322504476	1.10618202697749	9.95841635876174	0.00886312597379502	13268.283522335	1196	4858.04171145832
filt	split_mig	6.70251449144606	1.09622029407165	9.88413989539109	0.0089532392180568	13368.0429056055	1197	4894.56755477647
filt	split_mig	0.294177772275278	0.02128581503384	6.67908823634763	0.582826303431982	175618.937462224	1198	64301.0169384242
filt	split_mig	6.78928106602107	1.11229200652013	9.98946075022257	0.00876089947504676	13213.4748494288	1199	4837.97409542646
filt	split_mig	6.76214806057805	1.10706611679806	9.95935724038835	0.00880474780193472	13259.8771364149	1200	4854.96380214371
filt	split_mig	6.72063672638821	1.09231778191864	9.90050635230371	0.00898298682741733	13348.833454211	1201	4887.53421727118
filt	split_mig	6.79716833688697	1.10935588354658	9.98994044744487	0.00871968277919028	13209.6854105426	1202	4836.58663244823
filt	split_mig	6.72979591562205	1.10505573054911	9.8931201523451	0.00884209787693523	13327.0049055796	1203	4879.54192500717
filt	split_mig	6.77260718168776	1.11275715857386	9.9647315478734	0.00873062455049709	13239.967156173	1204	4847.67397340841
filt	split_mig	6.76702641906259	1.10819582665169	9.96781330498748	0.0088656812923691	13250.6040396215	1205	4851.56855580751
filt	split_mig	6.79519320777117	1.1071041086452	9.96782859932325	0.00873978495122741	13226.5781119147	1206	4842.77171643039
filt	split_mig	6.73515459539505	1.10021398038875	9.88625531705455	0.00872231248919719	13330.659336789	1207	4880.87995635214
filt	split_mig	6.73544402982474	1.10473634350221	9.93287705572183	0.00893328708038406	13301.8302775118	1208	4870.32450113937
filt	split_mig	6.74887869877437	1.10561357049796	9.94332333052516	0.00888905470288343	13282.9550365832	1209	4863.41353126216
filt	split_mig	6.72676901734061	1.10616250067032	9.95463801712314	0.00885268370210818	13294.1151637335	1210	4867.49969380987
filt	split_mig	6.77271924654994	1.104991537869	9.95621759297372	0.00876726315673084	13254.7912275926	1211	4853.10165040738
filt	split_mig	6.76462231363446	1.1099646417585	9.96400363059369	0.00885013556801099	13252.283157349	1212	4852.18334700827
filt	split_mig	6.77928011172202	1.11208957668156	9.98665664359383	0.00882494452650042	13224.5403003404	1213	4842.02559327052
filt	split_mig	6.76724264650796	1.10986134353634	9.97962181329908	0.00883502414826946	13241.3901288362	1214	4848.19497980235
filt	split_mig	6.78164057579844	1.10939408082407	9.98404712408851	0.00882889218095923	13227.4143106965	1215	4843.07788177229
filt	split_mig	6.77709948484635	1.09495571446979	9.96793764979945	0.00883945764376563	13258.2499354424	1216	4854.36801971383
filt	split_mig	6.7754803448999	1.09759583256032	9.96429033125438	0.00892766990311402	13259.6229275102	1217	4854.87072624127
filt	split_mig	7.91789115438519	0.81896294936712	9.94722045789369	0.0297870778608231	13036.7463108307	1218	4773.26680976519
filt	split_mig	6.76995907838228	1.10162603405411	9.94401290715126	0.00877547819889289	13268.1827349232	1219	4858.00480921324
filt	split_mig	6.7804543100518	1.10654418098156	9.95613794848676	0.00890361758918098	13248.4231237216	1220	4850.770036512
filt	split_mig	6.72484987768493	1.09906008938332	9.89911301106593	0.00891682621395928	13336.5209656728	1221	4883.02612978646
filt	split_mig	6.73355577827958	1.10715780775756	9.92653551032203	0.00907269518629693	13305.9397672556	1222	4871.82914735486
filt	split_mig	6.77390173156965	1.10841694317798	9.98552813498645	0.00889805714545692	13235.2960839923	1223	4845.96370972185
filt	split_mig	6.72411651127675	1.10600687467308	9.91435338049559	0.00890566110689624	13319.7060795443	1224	4876.86953703293
filt	split_mig	6.76307377913875	1.10597900379609	9.92582240093692	0.00878175025827811	13278.6889733892	1225	4861.85155733347
filt	split_mig	6.78184918852375	1.1081256202363	9.98563393358613	0.00879597617849917	13227.4623093627	1226	4843.09545597639
filt	split_mig	6.67935676706628	1.09289189182686	9.85102998482271	0.00900660516462778	13411.520766411	1227	4910.48651377087
filt	split_mig	6.77221210390988	1.10721765287401	9.98912538044403	0.00894128536090228	13236.8614096502	1228	4846.53683715958
filt	split_mig	6.71122840051268	1.09745949862473	9.87462789404078	0.0089231939730644	13363.9307862396	1229	4893.06194575263
filt	split_mig	6.76786260772083	1.10811580678001	9.96655069893673	0.00886881912575957	13250.7457034829	1230	4851.62042453242
filt	split_mig	6.57337512006051	1.0580356334274	9.95995223352901	0.0100004060404027	13502.4310684192	1231	4943.77235955596
filt	split_mig	6.75535638671108	1.1085318469315	9.95758413113843	0.00887648505580454	13265.7776847587	1232	4857.12422552678
filt	split_mig	6.770034423684	1.11057954981767	9.98450391218524	0.00884409136300293	13235.6066728342	1233	4846.0774285421
