vcf	model	NA_pop_est	EU_pop_est	t_est	m_est	theta	file	coeff
filt	split_mig	6.09638699344031	0.9969487217568	9.94436866174366	0.00880549364188818	13257.6184446919	1	4854.13680605298
filt	split_mig	0.633334881493933	0.0594963530966691	0.856036648306647	0.000103643834428635	97505.6603395976	2	35700.6664980952
filt	split_mig	6.07551701327382	0.995513398215692	9.92988472175129	0.00890648171199129	13288.5892677854	3	4865.47644543988
filt	split_mig	6.05791001597042	0.99286240923431	9.9146901271528	0.00891121862234008	13317.3265446055	4	4875.99829547653
filt	split_mig	6.08997336867248	0.992813122184002	9.95903455389721	0.009022028004564	13264.4089596683	14	4856.62308130796
filt	split_mig	6.11030477700533	0.999646482966424	9.98294578133232	0.00880926883382015	13219.7594872428	25	4840.27514910765
filt	split_mig	6.08363399866157	0.994328332759462	9.9534053472706	0.00881068979431983	13268.2207913576	36	4858.01874317428
filt	split_mig	6.03321484053354	0.989486615736713	9.8590228106026	0.00896428303287832	13377.3209418206	47	4897.96460962969
filt	split_mig	6.07503810926956	0.996977893025684	9.98946237356438	0.00887379976982285	13253.5960586956	58	4852.66405195357
filt	split_mig	6.07224776261566	0.992535811827519	9.93303249380931	0.00895100602322718	13294.7131621476	69	4867.71864460589
filt	split_mig	6.07844582252448	0.994896222303538	9.95104089418532	0.00888780312530168	13274.7162224051	80	4860.39697656894
filt	split_mig	6.05756640618641	0.9947508514758	9.9186108578599	0.00890786464151577	13312.7733077421	91	4874.33117594541
filt	split_mig	6.10900660260368	1.0027327123656	9.98441166699503	0.0087123851564841	13214.4805861125	102	4838.34233527845
filt	split_mig	6.06041537541897	0.995332474267645	9.87637258059044	0.00887210429455478	13332.3182929089	113	4881.48736559348
filt	split_mig	6.09053237638816	0.995528524117295	9.95470651135466	0.00898654704130527	13261.9805048198	114	4855.73392824392
filt	split_mig	6.11412102868182	1.00493599609419	9.97479578406024	0.00890849643587116	13214.8553047036	125	4838.47953452827
filt	split_mig	6.07201275986194	1.00183829909066	9.96034906772943	0.00884603625764671	13265.31269611	136	4856.95397484988
filt	split_mig	6.01465672771612	0.987081624554909	9.85539142858726	0.00894842108657318	13400.1805443905	147	4906.33441139078
filt	split_mig	6.13811184502691	0.99192550928213	9.9897224054841	0.00868507201037809	13199.1753857549	158	4832.73849800633
filt	split_mig	6.11514295937514	1.00773423834783	9.98827007260871	0.00882462606025042	13201.4434234439	169	4833.56891602369
filt	split_mig	6.08286803227224	0.994227958784701	9.97185828498945	0.00886998273948233	13259.7540656821	180	4854.91874109626
filt	split_mig	6.07618732983695	0.996115089300626	9.96846839929529	0.00890227074533431	13265.7124696799	191	4857.10034771525
filt	split_mig	6.02182477064496	0.984240042066062	9.84002472674746	0.00895730854159124	13406.1801669637	202	4908.53110975531
filt	split_mig	6.08170948618005	0.994807654987587	9.95692251980547	0.00886612964879392	13268.2205258622	213	4858.01864596595
filt	split_mig	6.06898740216214	0.993211924315977	9.97121235912272	0.00876521473078638	13272.9458626064	224	4859.74877804862
filt	split_mig	6.03224353794499	0.99102037596091	9.8656708549397	0.00888716411970301	13371.2109748055	225	4895.72750981455
filt	split_mig	6.07931643354022	0.986375028896959	9.89934050475854	0.00886657522066105	13314.2105601959	236	4874.85741073371
filt	split_mig	6.10508638786379	0.99593383027078	9.98652284893541	0.00884943372882004	13228.3469859356	247	4843.41937094889
filt	split_mig	6.06111467909786	0.992890140035005	9.91434358670924	0.00891571735238022	13314.5339032082	258	4874.9757993586
filt	split_mig	6.09396803894635	0.996009313264772	9.98804872653217	0.00889720854090403	13238.429735438	269	4847.11106306312
filt	split_mig	6.09242929345406	0.99557095771829	9.95151942482613	0.00900705420078778	13262.2147939828	280	4855.81971074356
filt	split_mig	6.05244496198698	0.993230392651096	9.90022572951385	0.00884572776633798	13329.0577829374	291	4880.29356434439
filt	split_mig	6.11224556450638	0.995356272087422	9.9895691589815	0.00887161041578697	13221.1632262484	302	4840.78911330126
filt	split_mig	6.02663599217348	0.986442880370857	9.85397463647371	0.00896452310199814	13390.7187396275	313	4902.87007162694
filt	split_mig	6.08886972035519	1.00142839129051	9.98293279336142	0.00875415328011968	13236.3806502017	324	4846.3608121711
filt	split_mig	6.02935655114594	0.98253221847792	9.85798534191879	0.0089928690555276	13391.8323805858	335	4903.27781948806
filt	split_mig	6.06855345596618	0.996094206803929	9.92020517447496	0.00884309017333581	13298.7470096117	336	4869.19559520053
filt	split_mig	6.0221988331017	0.985476267842362	9.832246416486	0.00889778412031057	13407.5887542621	347	4909.04684910007
filt	split_mig	6.03249383749318	0.98820003935368	9.8363602366139	0.00888200852991509	13391.3829628129	358	4903.11326992271
filt	split_mig	6.09561933118477	0.99030960837193	9.94872504936591	0.00887770133045925	13266.2063934642	369	4857.28119268607
filt	split_mig	6.06733299597085	0.999227900923555	9.92374195250702	0.00871749020053896	13291.7158951919	380	4866.62122700348
filt	split_mig	6.05881241601377	0.993810910533494	9.92481075148413	0.00889029193408007	13309.2119650798	391	4873.02722798762
filt	split_mig	6.10217137501794	0.99926636462025	9.98448823267501	0.00881835305284497	13227.1057744339	402	4842.96491448224
filt	split_mig	6.05598897024303	0.996243913682874	9.95617764463799	0.00888389031887706	13290.9673977413	413	4866.34717257663
filt	split_mig	6.09223436990145	0.998158947459752	9.96438354808243	0.00885407859166171	13249.4616587999	424	4851.15028514935
filt	split_mig	6.08150876774498	0.994710647775992	9.90591964707892	0.00891383101903915	13297.5254529614	435	4868.7483351499
filt	split_mig	6.09998053564847	0.994914454226978	9.97271125047696	0.00886767451919947	13242.3660714549	446	4848.55231087247
filt	split_mig	6.06190233664308	0.997111586900718	9.94419868241425	0.00896733661383083	13292.0679514611	447	4866.75012868377
filt	split_mig	6.08132813652381	0.994619825726003	9.94911121720549	0.00892610360894558	13274.038209452	458	4860.14872929555
filt	split_mig	6.04734080923096	0.991718927277832	9.90347805609109	0.0088435473737706	13334.1423586813	469	4882.15522798817
filt	split_mig	6.01360607990302	0.989976341781158	9.81592622327112	0.00875875663216889	13416.588834386	480	4912.34213326963
filt	split_mig	6.07312581946528	0.998160146088783	9.95159704275862	0.00891374479412005	13275.2168452637	491	4860.58027433498
